Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Atmospheric Pressure (psi),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Intake VVT Advance Angle Right (degrees),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Throttle Opening Angle (%),Air Conditioning Switch (On/Off),Idle Switch (On/Off),Rear O2 Sensor Rich Signal (On/Off),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
2829,-0.78,-3.12,14.59,14.36,13.68,192,0.26,702,17.00,1.20,106,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.60
2899,-0.78,-3.12,14.59,14.36,13.60,192,0.27,690,17.50,1.18,106,0,0.00,6.24,-8.13,3.07,3.14,0,1,0,14.60
2968,-0.78,-3.12,14.70,14.36,13.60,192,0.27,690,17.00,1.18,106,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
3037,-0.78,-3.12,14.70,14.36,13.60,192,0.27,694,17.00,1.17,106,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.60
3106,-0.78,-3.12,14.70,14.36,13.52,192,0.27,681,18.00,1.16,106,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.60
3175,0.00,-3.12,14.70,14.36,13.60,192,0.27,687,18.50,1.17,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
3245,0.00,-3.12,14.70,14.36,13.60,192,0.27,672,17.50,1.15,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
3313,0.00,-3.12,14.70,14.36,13.60,192,0.28,669,18.00,1.14,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
3382,0.00,-3.12,14.81,14.36,13.68,192,0.27,680,17.50,1.16,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
3451,0.00,-3.12,14.81,14.36,13.60,192,0.27,682,18.00,1.16,104,0,0.00,6.38,-7.84,3.07,3.14,0,1,0,14.90
3520,0.00,-3.12,14.81,14.36,13.60,192,0.27,680,17.50,1.18,104,0,0.00,6.53,-7.84,3.07,3.14,0,1,0,14.90
3588,0.00,-3.12,14.81,14.36,13.52,192,0.27,687,17.00,1.17,104,0,0.00,6.53,-7.84,3.07,3.14,0,1,0,14.80
3658,0.00,-3.12,14.81,14.36,13.68,192,0.27,695,17.00,1.17,104,0,0.00,6.53,-7.84,3.07,3.14,0,1,0,14.80
3727,0.78,-3.12,14.93,14.36,13.60,192,0.27,684,17.00,1.17,104,0,0.00,6.53,-7.84,3.07,3.14,0,1,0,14.80
3796,0.78,-3.12,14.93,14.36,13.68,192,0.27,688,18.00,1.17,104,0,0.00,6.53,-7.84,3.07,3.14,0,1,0,14.80
3865,0.78,-3.12,14.93,14.36,13.60,192,0.27,694,17.00,1.20,104,0,0.00,6.53,-7.84,3.07,3.14,0,1,0,14.90
3934,0.78,-3.12,14.93,14.36,13.60,192,0.27,689,17.00,1.18,104,0,0.00,6.53,-7.84,3.07,3.14,0,1,0,14.90
4003,0.78,-3.12,14.93,14.36,13.68,192,0.27,695,17.00,1.17,104,0,0.00,6.53,-7.84,3.07,3.14,0,1,0,14.90
4072,0.78,-3.12,14.93,14.36,13.60,192,0.27,691,17.00,1.18,104,0,0.00,6.53,-7.84,3.07,3.14,0,1,0,15.20
4141,0.78,-3.12,15.04,14.36,13.76,192,0.26,699,17.00,1.19,104,0,0.00,6.53,-7.84,3.07,3.14,0,1,0,15.00
4210,0.78,-3.12,14.93,14.36,13.52,192,0.26,698,17.00,1.20,104,0,0.00,6.53,-7.84,3.07,3.14,0,1,0,15.00
4279,1.56,-3.12,15.04,14.36,13.68,194,0.27,701,17.00,1.20,104,0,0.00,6.53,-7.84,3.11,3.14,0,1,0,15.00
4348,1.56,-3.12,14.93,14.36,13.68,194,0.26,707,17.00,1.20,104,0,0.00,6.53,-7.84,3.09,3.14,0,1,0,15.00
4417,1.56,-3.12,15.04,14.36,13.68,194,0.26,716,17.00,1.22,104,0,0.00,6.38,-7.98,3.09,3.14,0,1,0,15.00
4486,1.56,-3.12,15.04,14.36,13.68,194,0.26,705,17.00,1.20,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,15.10
4555,2.34,-3.12,15.04,14.36,13.68,194,0.26,700,17.00,1.21,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,15.20
4624,2.34,-3.12,15.04,14.36,13.60,194,0.26,704,17.00,1.20,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,15.20
4693,2.34,-3.12,15.04,14.36,13.60,194,0.26,709,17.00,1.21,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,15.10
4763,2.34,-3.12,15.16,14.36,13.68,194,0.26,718,16.50,1.20,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,15.10
4831,2.34,-3.12,15.16,14.36,13.60,194,0.26,711,17.00,1.21,104,0,0.00,6.38,-7.98,3.13,3.14,0,1,0,15.40
4900,3.12,-3.12,15.16,14.36,13.68,194,0.26,705,17.00,1.22,104,0,0.00,6.38,-7.98,3.11,3.14,0,1,0,15.40
4969,3.12,-3.12,15.16,14.36,13.52,194,0.26,718,16.50,1.23,104,0,0.00,6.38,-7.98,3.13,3.14,0,1,0,15.20
5038,3.12,-3.12,15.16,14.36,13.52,194,0.26,715,16.50,1.22,104,0,0.00,6.38,-7.98,3.13,3.14,0,1,0,15.30
5107,3.12,-3.12,15.04,14.36,13.68,194,0.26,724,16.50,1.23,104,0,0.00,6.38,-7.98,3.13,3.14,0,1,0,15.30
5176,3.12,-3.12,15.04,14.36,13.60,194,0.26,729,16.50,1.24,104,0,0.00,6.38,-7.98,3.16,3.14,0,1,0,15.20
5246,3.12,-3.12,15.04,14.36,13.52,194,0.25,740,16.50,1.26,104,0,0.00,6.38,-7.98,3.13,3.14,0,1,0,15.10
5315,3.12,-3.12,15.04,14.36,13.60,194,0.25,740,16.00,1.26,104,0,0.00,6.38,-7.98,3.13,3.14,0,1,0,15.10
5383,3.12,-3.12,15.04,14.36,13.52,194,0.26,732,16.00,1.25,104,0,0.00,6.24,-8.13,3.13,3.14,0,1,0,15.20
5452,3.91,-3.12,15.04,14.36,13.52,194,0.26,727,16.00,1.24,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,15.30
5521,3.91,-3.12,15.04,14.36,13.60,194,0.26,733,16.00,1.25,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,15.30
5590,3.91,-3.12,15.04,14.36,13.60,194,0.26,738,16.00,1.24,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,15.30
5659,3.91,-3.12,14.93,14.36,13.60,194,0.26,728,16.50,1.24,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,15.20
5729,3.91,-3.12,14.93,14.36,13.60,194,0.26,724,17.00,1.24,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,15.20
5797,3.91,-3.12,14.93,14.36,13.60,194,0.27,714,17.00,1.23,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,15.20
5866,3.91,-3.12,14.93,14.36,13.52,194,0.26,720,17.00,1.23,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,15.10
5935,3.91,-3.12,14.81,14.36,13.68,194,0.26,719,16.50,1.23,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,15.10
6004,3.91,-3.12,14.81,14.36,13.60,194,0.26,722,17.00,1.23,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,15.10
6073,3.91,-3.12,14.81,14.36,13.60,194,0.26,731,17.00,1.25,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,15.00
6142,3.91,-3.12,14.81,14.36,13.60,194,0.26,727,17.00,1.24,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,15.00
6210,3.91,-3.12,14.70,14.36,13.68,194,0.26,726,16.50,1.26,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,15.00
6280,3.91,-3.12,14.70,14.36,13.60,194,0.26,733,16.50,1.25,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.90
6350,3.12,-3.12,14.70,14.36,13.68,194,0.26,725,16.50,1.24,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.80
6418,3.12,-3.12,14.70,14.36,13.60,194,0.26,734,16.50,1.24,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.80
6487,3.12,-3.12,14.70,14.36,13.60,194,0.26,723,17.00,1.23,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.80
6557,3.12,-3.12,14.70,14.36,13.68,194,0.26,730,17.00,1.25,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.80
6625,3.12,-3.12,14.59,14.36,13.68,194,0.26,726,17.00,1.25,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.80
6694,3.12,-3.12,14.70,14.36,13.60,194,0.26,726,16.50,1.24,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.80
6763,3.12,-3.12,14.59,14.36,13.60,194,0.26,722,17.00,1.23,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.80
6832,3.12,-3.12,14.70,14.36,13.60,194,0.26,725,17.00,1.22,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.70
6901,3.12,-3.12,14.70,14.36,13.52,194,0.26,723,17.00,1.23,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.70
6970,3.12,-3.12,14.70,14.36,13.68,194,0.26,718,17.00,1.23,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.70
7040,3.12,-3.12,14.70,14.36,13.52,194,0.27,714,17.00,1.22,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.80
7108,3.12,-3.12,14.70,14.36,13.60,194,0.27,714,17.00,1.22,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.80
7177,3.12,-3.12,14.70,14.36,13.68,194,0.26,718,17.00,1.23,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.70
7246,3.12,-3.12,14.70,14.36,13.60,194,0.26,729,17.00,1.24,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.70
7316,3.12,-3.12,14.70,14.36,13.36,194,0.26,730,17.00,1.25,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.70
7385,3.12,-3.12,14.70,14.36,13.60,194,0.26,735,17.00,1.25,104,0,0.00,6.24,-8.13,3.13,3.14,0,1,0,14.80
7452,3.12,-3.12,14.70,14.36,13.60,194,0.26,722,17.00,1.24,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.60
7522,3.12,-3.12,14.70,14.36,13.52,194,0.26,726,17.00,1.24,104,0,0.00,6.24,-8.13,3.13,3.14,0,1,0,14.60
7591,3.12,-3.12,14.70,14.36,13.68,194,0.26,735,16.50,1.25,104,0,0.00,6.24,-8.13,3.13,3.14,0,1,0,14.70
7660,3.12,-3.12,14.70,14.36,13.60,194,0.26,736,16.50,1.25,104,0,0.00,6.24,-8.13,3.13,3.14,0,1,0,14.70
7729,3.12,-3.12,14.59,14.36,13.60,194,0.25,737,16.50,1.26,104,0,0.00,6.24,-8.13,3.13,3.14,0,1,0,14.70
7799,3.12,-3.12,14.59,14.36,13.60,194,0.25,738,16.50,1.26,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.70
7861,3.12,-3.12,14.59,14.36,13.60,194,0.26,729,17.00,1.25,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.70
7933,3.12,-3.12,14.59,14.36,13.60,194,0.26,727,16.50,1.24,104,0,0.00,6.24,-8.13,3.13,3.14,0,1,0,14.70
8003,3.12,-3.12,14.59,14.36,13.68,194,0.26,734,16.50,1.25,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.70
8075,3.12,-3.12,14.59,14.36,13.60,194,0.26,738,16.50,1.25,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.80
8142,3.12,-3.12,14.59,14.36,13.60,194,0.26,740,16.50,1.26,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.70
8211,3.12,-3.12,14.59,14.36,13.60,194,0.25,750,16.50,1.28,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.70
8276,3.12,-3.12,14.59,14.36,13.60,194,0.26,738,16.50,1.26,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.60
8367,3.12,-3.12,14.59,14.36,13.60,194,0.26,730,17.00,1.26,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.60
8420,2.34,-3.12,14.59,14.36,13.52,194,0.26,727,16.50,1.24,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.60
8488,2.34,-3.12,14.59,14.36,13.68,194,0.26,724,17.00,1.24,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.60
8557,2.34,-3.12,14.59,14.36,13.60,194,0.26,728,17.00,1.23,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.60
8626,2.34,-3.12,14.59,14.36,13.68,194,0.26,718,17.00,1.22,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.60
8695,2.34,-3.12,14.59,14.36,13.68,194,0.26,720,17.00,1.23,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.60
8765,2.34,-3.12,14.59,14.36,13.68,194,0.26,717,17.00,1.23,104,0,0.00,6.24,-8.13,3.16,3.14,0,1,0,14.60
8830,2.34,-3.12,14.59,14.36,13.60,194,0.26,723,17.00,1.23,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.60
8900,2.34,-3.12,14.59,14.36,13.68,194,0.26,725,17.00,1.22,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.50
8971,2.34,-3.12,14.59,14.36,13.52,194,0.26,708,17.00,1.21,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.60
9041,2.34,-3.12,14.59,14.36,13.68,194,0.27,702,17.50,1.20,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.50
9107,2.34,-3.12,14.70,14.36,13.60,194,0.27,693,18.00,1.17,104,0,0.00,6.24,-8.13,3.11,3.14,0,1,0,14.50
9175,2.34,-3.12,14.59,14.36,13.60,194,0.27,675,18.50,1.15,104,0,0.00,6.24,-8.13,3.09,3.14,0,1,0,14.60
9248,2.34,-3.12,14.70,14.36,13.68,194,0.27,688,18.50,1.17,104,0,0.00,6.24,-8.13,3.09,3.14,0,1,0,14.60
9312,2.34,-3.12,14.59,14.36,13.60,194,0.26,697,18.00,1.19,104,0,0.00,6.38,-7.98,3.09,3.14,0,1,0,14.60
9380,2.34,-2.34,14.59,14.36,13.68,194,0.26,707,17.00,1.21,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.60
9454,2.34,-2.34,14.59,14.36,13.60,194,0.27,693,17.50,1.19,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.60
9524,2.34,-2.34,14.59,14.36,13.52,194,0.27,690,17.50,1.18,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.60
9592,2.34,-2.34,14.59,14.36,13.60,194,0.27,699,17.00,1.18,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
9658,2.34,-2.34,14.59,14.36,13.60,194,0.27,693,17.50,1.18,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
9725,2.34,-2.34,14.59,14.36,13.60,194,0.27,692,18.00,1.18,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
9796,2.34,-2.34,14.59,14.36,13.68,194,0.27,692,17.50,1.20,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
9869,1.56,-2.34,14.59,14.36,13.60,194,0.26,704,17.00,1.20,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
9936,1.56,-2.34,14.59,14.36,13.60,194,0.26,713,17.00,1.21,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.60
10006,1.56,-2.34,14.59,14.36,13.60,194,0.26,715,17.00,1.22,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.60
10075,1.56,-2.34,14.59,14.36,13.60,194,0.25,726,17.00,1.24,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.60
10145,1.56,-2.34,14.59,14.36,13.68,194,0.26,716,17.00,1.23,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.60
10212,1.56,-2.34,14.59,14.36,13.60,194,0.26,720,16.50,1.24,104,0,0.00,6.24,-8.13,3.07,3.14,0,1,0,14.60
10280,1.56,-2.34,14.59,14.36,13.68,194,0.26,714,16.50,1.22,104,0,0.00,6.24,-8.13,3.07,3.14,0,1,0,14.60
10350,1.56,-2.34,14.59,14.36,13.68,194,0.26,710,17.00,1.20,104,0,0.00,6.24,-8.13,3.07,3.14,0,1,0,14.50
10420,1.56,-2.34,14.59,14.36,13.68,194,0.26,707,17.00,1.21,104,0,0.00,6.24,-8.13,3.07,3.14,0,1,0,14.50
10489,1.56,-2.34,14.59,14.36,13.68,194,0.26,707,17.00,1.21,104,0,0.00,6.24,-8.13,3.09,3.14,0,1,0,14.60
10558,1.56,-2.34,14.59,14.36,13.60,194,0.26,707,17.00,1.22,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.60
10624,1.56,-2.34,14.59,14.36,13.52,194,0.26,702,17.00,1.20,104,0,0.00,6.38,-7.98,3.09,3.14,0,1,0,14.50
10689,1.56,-2.34,14.59,14.36,13.68,194,0.27,700,17.00,1.18,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.50
10765,1.56,-2.34,14.70,14.36,13.60,194,0.27,693,17.00,1.18,104,0,0.00,6.38,-7.98,3.09,3.14,0,1,0,14.60
10833,1.56,-2.34,14.70,14.36,13.68,194,0.26,702,17.00,1.20,104,0,0.00,6.38,-7.98,3.09,3.14,0,1,0,14.60
10901,1.56,-2.34,14.70,14.36,13.60,194,0.26,703,17.00,1.21,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.60
10972,1.56,-2.34,14.70,14.36,13.52,194,0.26,700,17.00,1.19,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.60
11038,1.56,-2.34,14.70,14.36,13.68,194,0.26,699,17.00,1.19,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
11111,1.56,-2.34,14.70,14.36,13.60,194,0.26,708,17.00,1.20,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
11174,1.56,-2.34,14.70,14.36,13.68,194,0.26,698,17.00,1.19,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
11249,1.56,-2.34,14.70,14.36,13.52,194,0.26,692,17.00,1.20,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
11310,1.56,-2.34,14.70,14.36,13.52,194,0.27,698,17.00,1.19,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
11384,1.56,-2.34,14.70,14.36,13.60,194,0.26,703,17.00,1.20,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
11456,1.56,-2.34,14.70,14.36,13.68,194,0.26,708,17.00,1.19,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
11525,2.34,-2.34,14.70,14.36,13.60,194,0.26,700,17.00,1.20,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
11590,1.56,-2.34,14.70,14.36,13.68,194,0.26,696,17.00,1.20,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
11658,2.34,-2.34,14.70,14.36,13.60,194,0.26,698,17.00,1.19,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
11723,2.34,-2.34,14.70,14.36,13.68,194,0.26,696,17.00,1.19,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
11800,2.34,-2.34,14.70,14.36,13.60,194,0.26,701,17.00,1.19,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
11870,2.34,-2.34,14.70,14.36,13.60,194,0.26,696,17.00,1.19,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
11939,2.34,-2.34,14.70,14.36,13.68,194,0.26,691,17.00,1.19,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
12007,2.34,-2.34,14.70,14.36,13.60,194,0.27,693,17.00,1.18,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.70
12071,2.34,-2.34,14.70,14.36,13.76,194,0.27,694,17.00,1.18,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
12147,2.34,-2.34,14.70,14.36,13.60,194,0.26,701,17.00,1.18,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
12205,2.34,-2.34,14.70,14.36,13.68,194,0.26,700,17.00,1.19,104,0,0.00,6.38,-7.98,3.07,3.14,0,1,0,14.80
