Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Learning Airflow Range (Current)* (offset),Atmospheric Pressure (psi),Battery Voltage (V),CL/OL Fueling* (status),Closed Loop Fueling Target (4-byte)* (estimated AFR),Coolant Temperature (F),Engine Load (4-Byte)* (g/rev),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Final Fueling Base (4-byte)* (lambda),Gear (Calculated)* (position),IAM (4-byte)* (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Intake VVT Advance Angle Right (degrees),Knock Correction Advance (degrees),Knock Sum* (count),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Throttle Opening Angle (%),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
3016,0.00,2.34,1,14.36,13.92,8,14.67,187,0.26,0.25,884,0.00,1.00,0,0.5000,15.00,104,0,0.00,2,6.67,3.72,3.53,15.30
3120,0.00,2.34,1,14.36,13.92,8,14.68,187,0.26,0.26,863,0.00,1.00,0,0.5000,16.00,104,0,0.00,2,6.67,3.79,3.92,14.50
3224,-0.78,2.34,1,14.36,13.92,8,14.68,187,0.26,0.26,865,0.00,1.00,0,0.5000,16.50,104,0,0.00,2,6.53,3.79,3.92,14.30
3328,-0.78,2.34,1,14.36,13.92,8,14.68,187,0.26,0.27,849,0.00,1.00,0,0.5000,16.50,104,0,0.00,2,6.53,3.87,3.92,14.30
3432,-1.56,2.34,1,14.36,14.00,8,14.68,187,0.26,0.27,842,0.00,1.00,0,0.5000,17.00,104,0,0.00,2,6.53,3.82,3.92,14.10
3536,-2.34,2.34,1,14.36,13.84,8,14.68,187,0.26,0.28,848,0.00,1.00,0,0.5000,17.00,104,0,0.00,2,6.53,3.92,3.53,14.20
3640,-2.34,2.34,1,14.36,13.92,8,14.69,187,0.27,0.28,820,0.00,1.00,0,0.5000,18.00,104,0,0.00,2,6.53,3.84,3.53,14.10
3744,-3.12,2.34,1,14.36,13.84,8,14.69,187,0.27,0.28,821,0.00,1.00,0,0.5000,17.50,104,0,0.00,2,6.53,3.82,3.53,14.00
3848,-3.12,2.34,1,14.36,13.92,8,14.69,187,0.27,0.28,804,0.00,1.00,0,0.5000,17.50,104,0,0.00,2,6.53,3.77,3.53,13.90
3952,-3.91,2.34,1,14.36,13.92,8,14.69,187,0.27,0.28,808,0.00,1.00,0,0.5000,19.50,104,0,0.00,2,6.67,3.77,3.53,13.90
4056,-4.69,2.34,1,14.36,13.92,8,14.69,187,0.27,0.27,801,0.00,1.00,0,0.5000,18.50,104,0,0.00,2,6.67,3.67,3.53,13.90
4160,-4.69,2.34,1,14.36,13.84,8,14.69,187,0.27,0.28,796,0.00,1.00,0,0.5000,18.50,104,0,0.00,2,6.67,3.74,3.53,13.90
4264,-5.47,2.34,1,14.36,13.84,8,14.69,187,0.27,0.27,798,0.00,1.00,0,0.5000,19.00,104,0,0.00,2,6.67,3.65,3.53,13.90
4369,-5.47,2.34,1,14.36,13.92,8,14.69,187,0.27,0.28,770,0.00,1.00,0,0.5000,19.50,104,0,0.00,2,6.67,3.62,3.53,13.80
4472,-5.47,2.34,1,14.36,13.92,8,14.69,187,0.27,0.29,774,0.00,1.00,0,0.5000,20.00,104,0,0.00,2,6.67,3.69,3.53,13.80
4576,-6.25,2.34,1,14.36,13.92,8,14.69,187,0.27,0.28,784,0.00,1.00,0,0.5000,18.50,104,0,0.00,2,6.67,3.62,3.14,14.00
4680,-6.25,2.34,1,14.36,13.92,8,14.69,187,0.27,0.28,766,0.00,1.00,0,0.5000,19.50,104,0,0.00,2,6.67,3.62,3.14,13.90
4784,-6.25,2.34,1,14.36,13.84,8,14.69,187,0.27,0.28,765,0.00,1.00,0,0.5000,19.50,104,0,0.00,2,6.67,3.62,3.14,14.10
4888,-6.25,2.34,1,14.36,13.92,8,14.69,187,0.27,0.28,766,0.00,1.00,0,0.5000,19.00,104,0,0.00,2,6.67,3.52,3.14,14.10
4992,-6.25,2.34,1,14.36,13.92,8,14.69,187,0.27,0.28,753,0.00,1.00,0,0.5000,19.50,104,0,0.00,2,6.82,3.57,3.14,14.10
5096,-7.03,2.34,1,14.36,13.76,8,14.69,187,0.27,0.28,752,0.00,1.00,0,0.5000,20.00,104,0,0.00,2,6.82,3.55,3.14,14.10
5200,-7.03,2.34,1,14.36,13.92,8,14.69,187,0.27,0.29,758,0.00,1.00,0,0.5000,19.50,104,0,0.00,2,6.82,3.57,3.14,14.20
5305,-7.03,2.34,1,14.36,13.84,8,14.69,187,0.28,0.29,749,0.00,1.00,0,0.5000,19.50,104,0,0.00,2,6.82,3.60,3.14,14.30
5408,-7.03,2.34,1,14.36,13.84,8,14.69,187,0.28,0.29,732,0.00,1.00,0,0.5000,20.50,104,0,0.00,2,6.82,3.55,3.14,14.30
5512,-7.03,1.56,1,14.36,13.84,8,14.69,187,0.28,0.29,751,0.00,1.00,0,0.5000,19.50,104,0,0.00,2,6.82,3.55,3.14,14.30
5616,-7.03,1.56,1,14.36,13.92,8,14.69,187,0.28,0.28,732,0.00,1.00,0,0.5000,20.00,104,0,0.00,2,6.82,3.45,3.14,14.30
5720,-7.03,1.56,1,14.36,13.84,8,14.69,187,0.28,0.28,731,0.00,1.00,0,0.5000,19.00,104,0,0.00,2,6.96,3.43,3.14,14.50
5824,-7.03,1.56,1,14.36,13.84,8,14.69,187,0.28,0.28,726,0.00,1.00,0,0.5000,19.50,104,0,0.00,2,6.96,3.43,3.14,14.40
5928,-7.03,1.56,1,14.36,13.92,8,14.69,187,0.28,0.28,722,0.00,1.00,0,0.5000,20.00,104,0,0.00,2,6.96,3.43,3.14,14.50
6032,-7.03,1.56,1,14.36,13.92,8,14.69,187,0.28,0.29,716,0.00,1.00,0,0.5000,20.00,104,0,0.00,2,6.96,3.52,3.14,14.60
6136,-7.03,1.56,1,14.36,13.84,8,14.69,187,0.28,0.30,703,0.00,1.00,0,0.5000,20.00,104,0,0.00,2,7.11,3.55,3.53,14.50
6240,-7.03,1.56,1,14.36,14.00,8,14.69,187,0.29,0.30,707,0.00,1.00,0,0.5000,20.00,104,0,0.00,2,7.11,3.57,3.53,14.60
6344,-7.03,1.56,1,14.36,13.84,8,14.69,187,0.29,0.31,718,0.00,1.00,0,0.5000,20.00,104,0,0.00,2,7.11,3.60,3.53,14.50
6448,-7.03,1.56,1,14.36,13.92,8,14.69,187,0.29,0.31,707,0.00,1.00,0,0.5000,19.50,104,0,0.00,2,7.25,3.67,3.53,14.50
6553,-6.25,1.56,1,14.36,13.84,8,14.69,187,0.29,0.30,729,0.00,1.00,0,0.5000,17.00,104,0,0.00,2,7.25,3.65,3.53,14.70
6657,-6.25,1.56,1,14.36,13.92,8,14.69,187,0.29,0.30,714,0.00,1.00,0,0.5000,18.00,104,0,0.00,2,7.25,3.57,3.53,14.80
6760,-6.25,1.56,1,14.36,13.92,8,14.69,187,0.29,0.29,729,0.00,1.00,0,0.5000,18.00,104,0,0.00,2,7.25,3.50,3.53,14.80
6865,-6.25,1.56,1,14.36,13.92,8,14.69,187,0.29,0.30,736,0.00,1.00,0,0.5000,17.00,104,0,0.00,2,7.25,3.57,3.53,14.80
6968,-6.25,1.56,1,14.36,13.68,8,14.69,187,0.29,0.29,726,0.00,1.00,0,0.5000,17.00,104,0,0.00,2,7.25,3.57,3.53,15.00
7073,-5.47,1.56,1,14.36,13.92,8,14.69,187,0.29,0.30,721,0.00,1.00,0,0.5000,17.50,104,0,0.00,2,7.25,3.57,3.53,14.80
7176,-5.47,1.56,1,14.36,13.92,8,14.69,187,0.29,0.30,718,0.00,1.00,0,0.5000,18.00,104,0,0.00,2,7.25,3.60,3.53,14.90
7280,-5.47,1.56,1,14.36,13.92,8,14.69,187,0.29,0.30,722,0.00,1.00,0,0.5000,17.00,104,0,0.00,2,7.25,3.62,3.53,15.00
7384,-5.47,1.56,1,14.36,13.84,8,14.69,187,0.29,0.30,706,0.00,1.00,0,0.5000,17.50,104,0,0.00,2,7.40,3.62,3.53,15.00
7489,-4.69,1.56,1,14.36,13.84,8,14.69,187,0.30,0.31,704,0.00,1.00,0,0.5000,18.00,104,0,0.00,2,7.40,3.67,3.53,14.90
7592,-4.69,1.56,1,14.36,13.84,8,14.69,187,0.30,0.32,712,0.00,1.00,0,0.5000,17.50,104,0,0.00,2,7.55,3.74,3.92,15.10
7697,-4.69,1.56,1,14.36,13.92,8,14.69,187,0.30,0.32,717,0.00,1.00,0,0.5000,17.00,104,0,0.00,2,7.55,3.77,3.92,15.00
7800,-4.69,1.56,1,14.36,13.92,8,14.69,187,0.31,0.32,716,0.00,1.00,0,0.5000,17.00,104,0,0.00,2,7.55,3.77,3.92,15.00
7905,-3.91,1.56,1,14.36,14.00,8,14.69,187,0.31,0.31,721,0.00,1.00,0,0.5000,17.00,104,0,0.00,2,7.55,3.72,3.92,15.00
8009,-3.91,1.56,1,14.36,13.84,8,14.69,187,0.30,0.31,749,0.00,1.00,0,0.5000,16.50,104,0,0.00,2,7.55,3.77,3.92,15.10
8113,-3.91,1.56,1,14.36,13.84,8,14.69,187,0.30,0.30,750,0.00,1.00,0,0.5000,16.50,104,0,0.00,2,7.55,3.77,3.92,15.10
8217,-3.12,1.56,1,14.36,13.84,8,14.69,187,0.30,0.29,759,0.00,1.00,0,0.5000,16.00,104,0,0.00,2,7.55,3.69,3.92,15.20
8321,-3.12,1.56,1,14.36,13.92,8,14.69,187,0.29,0.29,764,0.00,1.00,0,0.5000,16.00,104,0,0.00,2,7.40,3.74,3.92,15.20
8425,-3.12,1.56,1,14.36,13.76,8,14.69,187,0.29,0.29,780,0.00,1.00,0,0.5000,15.00,104,0,0.00,2,7.40,3.77,3.92,15.10
8529,-3.12,1.56,1,14.36,13.92,8,14.69,187,0.29,0.29,782,0.00,1.00,0,0.5000,14.00,104,0,0.00,2,7.25,3.74,3.92,15.10
8633,-2.34,1.56,1,14.36,13.68,8,14.69,187,0.29,0.29,772,0.00,1.00,0,0.5000,16.00,104,0,0.00,2,7.25,3.69,3.92,15.20
8737,-2.34,1.56,1,14.36,13.84,8,14.69,187,0.29,0.29,779,0.00,1.00,0,0.5000,16.00,104,0,0.00,2,7.25,3.77,3.92,15.20
8841,-2.34,1.56,1,14.36,13.92,8,14.69,187,0.29,0.29,776,0.00,1.00,0,0.5000,15.00,104,0,0.00,2,7.25,3.82,3.92,15.20
8945,-2.34,1.56,1,14.36,13.68,8,14.69,187,0.29,0.29,783,0.00,1.00,0,0.5000,16.50,104,0,0.00,2,7.25,3.77,3.92,15.30
9049,-1.56,1.56,1,14.36,13.76,8,14.69,187,0.29,0.30,774,0.00,1.00,0,0.5000,16.50,104,0,0.00,2,7.25,3.87,3.92,15.20
9153,-1.56,1.56,1,14.36,13.92,8,14.69,187,0.29,0.31,756,0.00,1.00,0,0.5000,17.00,104,0,0.00,2,7.25,3.84,3.92,15.10
9257,-1.56,1.56,1,14.36,13.84,8,14.69,187,0.29,0.31,767,0.00,1.00,0,0.5000,17.00,104,0,0.00,2,7.25,3.89,3.92,15.20
9361,-1.56,1.56,1,14.36,13.84,8,14.69,187,0.30,0.30,776,0.00,1.00,0,0.5000,16.50,104,0,0.00,2,7.25,3.89,3.92,15.10
9465,-0.78,1.56,1,14.36,14.00,8,14.69,187,0.30,0.31,768,0.00,1.00,0,0.5000,16.50,104,0,0.00,2,7.25,3.92,3.92,15.10
9569,-0.78,1.56,1,14.36,13.92,8,14.69,187,0.30,0.31,786,0.00,1.00,0,0.5000,16.50,104,0,0.00,2,7.25,3.95,3.92,15.20
9673,-0.78,1.56,1,14.36,13.76,8,14.69,187,0.29,0.30,785,0.00,1.00,0,0.5000,16.00,104,0,0.00,2,7.25,3.87,3.92,15.10
9777,-0.78,1.56,1,14.36,13.84,8,14.69,187,0.29,0.29,788,0.00,1.00,0,0.5000,16.00,104,0,0.00,2,7.25,3.87,3.92,15.00
9881,-0.78,1.56,1,14.36,13.92,8,14.69,187,0.29,0.30,806,0.00,1.00,0,0.5000,16.00,104,0,0.00,2,7.11,4.00,3.92,15.10
9985,-1.56,1.56,1,14.36,13.92,8,14.69,187,0.29,0.29,800,0.00,1.00,0,0.5000,15.50,104,0,0.00,2,7.11,3.92,3.92,15.00
10089,-1.56,1.56,1,14.36,13.84,8,14.69,187,0.29,0.28,813,0.00,1.00,0,0.5000,14.50,104,0,0.00,2,7.11,3.84,3.92,14.80
10193,-1.56,1.56,1,14.36,13.84,8,14.69,187,0.29,0.29,800,0.00,1.00,0,0.5000,16.00,104,0,0.00,2,7.11,3.89,3.92,15.00
10297,-1.56,1.56,1,14.36,13.92,8,14.69,187,0.29,0.29,798,0.00,1.00,0,0.5000,15.50,104,0,0.00,2,7.11,3.98,3.92,14.70
10401,-1.56,1.56,1,14.36,13.60,8,14.69,187,0.28,0.29,807,0.00,1.00,0,0.5000,16.50,104,0,0.00,2,6.96,3.87,3.92,14.50
10505,-2.34,1.56,1,14.36,13.28,8,14.69,187,0.29,0.29,809,0.00,1.00,0,0.5000,16.00,104,0,0.00,2,6.96,3.87,5.49,14.50
10609,-2.34,1.56,1,14.36,13.92,8,14.69,187,0.30,0.35,783,0.00,0.92,0,0.5000,17.00,104,0,0.00,2,7.55,4.55,5.10,14.50
10713,-2.34,1.56,1,14.36,13.92,8,14.69,187,0.32,0.37,775,0.00,0.89,0,0.5000,17.00,104,0,0.00,2,7.84,4.72,5.10,14.40
10817,-2.34,1.56,1,14.36,13.84,8,14.69,187,0.33,0.35,807,0.00,1.00,0,0.5000,16.50,104,0,0.00,2,7.98,4.69,5.10,14.40
10921,-2.34,1.56,1,14.36,13.76,8,14.69,187,0.34,0.35,800,0.00,1.00,0,0.5000,16.50,104,0,0.00,2,8.13,4.71,5.10,14.30
11025,-2.34,1.56,1,14.36,13.92,8,14.69,187,0.35,0.37,772,0.00,1.00,0,0.5000,17.00,104,0,0.00,2,8.27,4.78,5.10,14.40
11129,-1.56,1.56,1,14.36,13.84,8,14.69,187,0.36,0.38,748,0.00,0.99,0,0.5000,17.00,104,0,0.00,2,8.42,4.78,5.10,13.90
11233,-0.78,1.56,1,14.36,13.84,8,14.69,187,0.37,0.39,743,0.00,0.99,0,0.5000,18.50,104,0,0.00,2,8.56,4.84,5.10,14.80
11337,-0.78,1.56,1,14.36,13.92,8,14.69,187,0.37,0.40,755,0.00,0.99,0,0.5000,18.00,104,0,0.00,2,8.71,4.96,5.49,15.00
11441,0.78,1.56,1,14.36,13.76,8,14.69,187,0.38,0.38,770,0.00,0.99,0,0.5000,17.00,104,0,0.00,2,8.85,4.93,5.10,15.40
11545,0.78,1.56,1,14.36,13.92,8,14.69,187,0.37,0.37,786,0.00,0.99,0,0.5000,16.50,104,0,0.00,2,8.85,4.84,5.10,15.50
11649,1.56,1.56,1,14.36,13.84,8,14.69,187,0.37,0.37,815,0.00,0.99,0,0.5000,15.00,104,0,0.00,2,8.85,4.96,5.10,15.60
11754,2.34,1.56,1,14.36,13.76,8,14.69,187,0.37,0.36,828,0.00,0.99,0,0.5000,14.00,104,0,0.00,2,8.85,4.99,5.10,15.70
11857,2.34,1.56,1,14.36,13.92,8,14.68,187,0.36,0.35,864,0.00,1.00,0,0.5000,13.00,104,0,0.00,2,8.71,4.99,5.49,15.70
11961,3.12,1.56,1,14.36,13.52,8,14.68,187,0.36,0.34,859,0.00,1.00,0,0.5000,12.00,104,0,0.00,2,8.56,4.99,5.49,15.60
12065,3.12,1.56,1,14.36,13.84,8,14.68,187,0.35,0.35,869,0.00,1.00,0,0.5000,13.50,104,0,0.00,2,8.56,5.02,5.49,15.60
12169,3.12,1.56,1,14.36,13.84,8,14.68,187,0.35,0.35,864,0.00,1.00,0,0.5000,12.50,104,0,0.00,2,8.42,5.02,5.49,15.40
12273,3.12,1.56,1,14.36,13.84,8,14.68,187,0.35,0.35,864,0.00,1.00,0,0.5000,14.00,104,0,0.00,2,8.42,5.02,5.49,15.40
12377,2.34,1.56,1,14.36,13.84,8,14.68,187,0.35,0.35,852,0.00,1.00,0,0.5000,13.50,104,0,0.00,2,8.42,5.02,5.49,15.10
12481,2.34,1.56,1,14.36,13.76,8,14.68,187,0.35,0.35,865,0.00,1.00,0,0.5000,15.50,104,0,0.00,2,8.42,5.02,5.49,15.00
12585,2.34,1.56,1,14.36,13.84,8,14.68,187,0.35,0.35,859,0.00,1.00,0,0.5000,14.00,104,0,0.00,2,8.27,5.08,5.49,14.80
12689,2.34,1.56,1,14.36,13.84,8,14.68,187,0.35,0.35,871,0.00,1.00,0,0.5000,15.50,104,0,0.00,2,8.27,4.90,5.49,14.80
12794,2.34,1.56,1,14.36,13.68,8,14.68,187,0.35,0.34,863,0.00,1.00,0,0.5000,14.50,104,0,0.00,2,8.27,5.05,5.49,14.70
12897,2.34,1.56,1,14.36,13.20,8,14.67,187,0.35,0.35,882,0.00,1.00,0,0.5000,15.50,104,0,0.00,3,8.27,5.15,5.49,14.70
13001,2.34,1.56,1,14.36,13.76,8,14.68,187,0.35,0.36,851,0.00,1.00,0,0.5000,15.50,104,0,0.00,3,8.27,5.15,5.10,14.80
13105,3.12,1.56,1,14.36,13.92,8,14.68,187,0.36,0.37,846,0.00,1.00,0,0.5000,17.00,104,0,0.00,3,8.27,5.11,5.49,14.70
13209,3.12,1.56,1,14.36,13.92,8,14.68,187,0.36,0.36,846,0.00,1.00,0,0.5000,16.50,104,0,0.00,3,8.42,5.15,5.49,14.70
13314,3.12,1.56,1,14.36,13.92,8,14.68,187,0.36,0.36,846,0.00,1.00,0,0.5000,17.00,104,0,0.00,3,8.42,5.05,5.10,14.90
13417,3.12,1.56,1,14.36,14.00,8,14.68,187,0.36,0.37,848,0.00,1.00,0,0.5000,16.50,104,0,0.00,3,8.42,5.27,5.10,15.10
13521,3.12,1.56,1,14.36,13.84,8,14.68,187,0.35,0.35,872,0.00,1.00,0,0.5000,16.50,104,0,0.00,3,8.42,5.02,5.10,14.80
13625,3.12,1.56,1,14.36,13.84,8,14.68,187,0.34,0.33,874,0.00,1.00,0,0.5000,15.00,104,0,0.00,3,8.27,4.81,5.10,14.80
13729,3.12,1.56,1,14.36,13.92,8,14.67,187,0.34,0.32,900,0.00,1.00,0,0.5000,15.00,104,0,0.00,3,8.27,4.78,5.10,14.80
13833,3.12,1.56,1,14.36,13.84,8,14.67,187,0.33,0.33,889,0.00,1.00,0,0.5000,14.50,104,0,0.00,3,8.13,4.99,5.10,14.70
13937,3.12,1.56,1,14.36,13.84,8,14.67,187,0.33,0.33,899,0.00,1.00,0,0.5000,15.00,104,0,0.00,3,7.98,4.96,5.10,15.20
14041,3.12,1.56,1,14.36,13.60,8,14.67,187,0.33,0.33,888,0.00,1.00,0,0.5000,16.00,104,0,0.00,3,7.98,4.96,5.10,14.60
14146,3.12,1.56,1,14.36,13.84,8,14.67,187,0.33,0.33,891,0.00,1.00,0,0.5000,16.00,104,0,0.00,3,7.98,4.93,5.10,14.50
14250,3.12,1.56,1,14.36,13.76,8,14.68,187,0.34,0.34,871,0.00,1.00,0,0.5000,17.00,104,0,0.00,3,7.98,4.99,5.10,14.60
14353,2.34,1.56,1,14.36,13.84,8,14.67,187,0.34,0.34,882,0.00,1.00,0,0.5000,16.50,104,0,0.00,3,7.98,4.99,5.49,14.50
14458,2.34,1.56,1,14.36,13.84,8,14.68,187,0.34,0.34,859,0.00,1.00,0,0.5000,17.00,104,0,0.00,3,8.13,4.99,5.10,14.50
14562,2.34,1.56,1,14.36,13.84,8,14.68,187,0.34,0.36,864,0.00,1.00,0,0.5000,17.00,104,0,0.00,3,8.13,5.11,5.10,14.40
14665,2.34,1.56,1,14.36,13.84,8,14.68,187,0.34,0.34,855,0.00,1.00,0,0.5000,17.00,104,0,0.00,3,8.13,4.96,5.10,14.50
14769,2.34,1.56,1,14.36,13.84,8,14.68,187,0.34,0.34,864,0.00,1.00,0,0.5000,17.00,104,0,0.00,3,8.13,4.90,5.10,14.50
14874,2.34,1.56,1,14.36,13.76,8,14.68,187,0.34,0.33,851,0.00,1.00,0,0.5000,17.00,104,0,0.00,3,8.13,4.72,5.10,14.50
14977,2.34,1.56,1,14.36,13.84,8,14.68,187,0.34,0.33,857,0.00,1.00,0,0.5000,17.00,104,0,0.00,3,8.13,4.72,5.10,14.50
15082,2.34,1.56,1,14.36,13.92,8,14.68,187,0.33,0.33,846,0.00,1.00,0,0.5000,17.00,104,0,0.00,3,8.13,4.72,5.10,14.50
15186,1.56,1.56,1,14.36,13.84,8,14.68,187,0.33,0.32,855,0.00,1.00,0,0.5000,17.00,104,0,0.00,3,8.13,4.66,5.10,14.50
15290,1.56,1.56,1,14.36,13.84,8,14.69,187,0.33,0.34,834,0.00,1.00,0,0.5000,17.00,104,0,0.00,3,8.13,4.78,5.10,14.50
15394,2.34,1.56,1,14.36,13.84,8,14.68,187,0.34,0.34,840,0.00,1.00,0,0.5000,17.50,104,0,0.00,3,8.13,4.72,5.10,14.60
15498,1.56,1.56,1,14.36,13.92,8,14.69,187,0.34,0.35,820,0.00,1.00,0,0.5000,17.50,104,0,0.00,3,8.27,4.84,5.10,14.50
15602,2.34,1.56,1,14.36,13.92,8,14.69,187,0.34,0.35,817,0.00,1.00,0,0.5000,18.50,104,0,0.00,3,8.27,4.78,5.10,14.50
15706,2.34,1.56,1,14.36,13.84,8,14.69,187,0.35,0.35,817,0.00,1.00,0,0.5000,18.00,104,0,0.00,3,8.27,4.78,5.10,14.50
15810,2.34,1.56,1,14.36,13.68,8,14.69,187,0.35,0.36,817,0.00,1.00,0,0.5000,18.00,104,0,0.00,3,8.27,4.99,4.71,14.80
15914,3.12,1.56,1,14.36,13.84,8,14.68,187,0.35,0.35,835,0.00,1.00,0,0.5000,17.00,104,0,0.00,3,8.27,4.84,5.10,14.80
16018,3.12,1.56,1,14.36,13.92,8,14.69,187,0.35,0.35,825,0.00,1.00,0,0.5000,17.00,104,0,0.00,3,8.27,4.75,5.10,14.80
16122,3.12,1.56,1,14.36,13.92,8,14.68,187,0.35,0.34,840,0.00,1.00,0,0.5000,17.00,104,0,0.00,3,8.27,4.78,5.10,15.00
