Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Learning Airflow Range (Current)* (offset),Atmospheric Pressure (psi),Battery Voltage (V),CL/OL Fueling* (status),Closed Loop Fueling Target (4-byte)* (estimated AFR),Coolant Temperature (F),Engine Load (4-Byte)* (g/rev),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Final Fueling Base (4-byte)* (lambda),Gear (Calculated)* (position),IAM (4-byte)* (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Intake VVT Advance Angle Right (degrees),Knock Correction Advance (degrees),Knock Sum* (count),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Throttle Opening Angle (%),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
2810,0.78,-0.78,1,14.36,13.52,8,14.69,192,0.28,0.29,753,0.00,1.00,0,0.5000,17.00,117,0,0.00,0,6.67,3.61,3.53,14.70
2915,0.78,-0.78,1,14.36,13.44,8,14.69,192,0.28,0.29,758,0.00,1.00,0,0.5000,17.00,117,0,0.00,0,6.67,3.61,3.53,14.70
3018,0.78,-0.78,1,14.36,13.36,8,14.69,192,0.28,0.29,758,0.00,1.00,0,0.5000,17.00,117,0,0.00,0,6.67,3.61,3.53,14.70
3122,0.78,-0.78,1,14.36,13.52,8,14.69,192,0.28,0.29,745,0.00,1.00,0,0.5000,17.00,117,0,0.00,0,6.67,3.61,3.53,14.70
3226,0.78,-0.78,1,14.36,13.44,8,14.69,192,0.28,0.29,752,0.00,1.00,0,0.5000,17.00,117,0,0.00,0,6.67,3.61,3.53,14.70
3330,0.78,-0.78,1,14.36,13.52,8,14.69,192,0.28,0.28,758,0.00,1.00,0,0.5000,17.00,117,0,0.00,0,6.67,3.59,3.53,14.70
3434,0.78,-0.78,1,14.36,13.52,8,14.69,192,0.28,0.28,758,0.00,1.00,0,0.5000,17.00,117,0,0.00,0,6.67,3.61,3.53,14.80
3539,0.78,-0.78,1,14.36,13.44,8,14.69,192,0.28,0.29,754,0.00,1.00,0,0.5000,17.00,117,0,0.00,0,6.67,3.61,3.53,14.70
3643,0.78,-0.78,1,14.36,13.52,8,14.69,192,0.28,0.28,761,0.00,1.00,0,0.5000,17.00,117,0,0.00,0,6.67,3.59,3.53,14.90
3747,0.78,-0.78,1,14.36,13.44,8,14.69,192,0.28,0.28,765,0.00,1.00,0,0.5000,16.50,117,0,0.00,0,6.67,3.61,3.53,14.70
3851,0.78,-0.78,1,14.36,13.52,8,14.69,192,0.28,0.28,762,0.00,1.00,0,0.5000,17.00,117,0,0.00,0,6.67,3.61,3.53,14.70
3955,0.78,-0.78,1,14.36,13.52,8,14.69,192,0.28,0.28,765,0.00,1.00,0,0.5000,16.50,117,0,0.00,0,6.67,3.61,3.53,14.70
4060,0.78,-0.78,1,14.36,13.44,8,14.69,192,0.28,0.28,760,0.00,1.00,0,0.5000,17.00,117,0,0.00,0,6.67,3.61,3.53,14.70
4163,0.78,-0.78,1,14.36,13.36,8,14.69,192,0.28,0.29,759,0.00,1.00,0,0.5000,17.00,117,0,0.00,0,6.67,3.61,3.53,14.70
4267,0.78,-0.78,1,14.36,13.52,8,14.69,192,0.28,0.29,760,0.00,1.00,0,0.5000,17.00,117,0,0.00,0,6.67,3.59,3.53,14.80
4371,0.78,-0.78,1,14.36,13.44,8,14.69,192,0.28,0.29,754,0.00,1.00,0,0.5000,17.00,117,0,0.00,0,6.67,3.59,3.53,14.70
4474,0.78,-0.78,1,14.36,13.44,8,14.69,192,0.28,0.29,748,0.00,1.00,0,0.5000,17.00,117,0,0.00,0,6.67,3.59,3.53,14.70
4579,0.78,-0.78,1,14.36,13.44,8,14.69,194,0.28,0.29,752,0.00,1.00,0,0.5000,17.00,117,0,0.00,0,6.67,3.61,3.53,14.70
4683,0.78,-0.78,1,14.36,13.44,8,14.69,194,0.28,0.29,753,0.00,1.00,0,0.5000,17.00,117,0,0.00,0,6.67,3.61,3.53,14.70
4787,0.78,-0.78,1,14.36,13.44,8,14.69,194,0.28,0.28,744,0.00,1.00,0,0.5000,17.00,117,0,0.00,0,6.67,3.59,3.53,14.70
4891,0.78,-0.78,1,14.36,13.52,8,14.69,194,0.28,0.29,746,0.00,1.00,0,0.5000,17.00,117,0,0.00,0,6.67,3.59,3.53,14.70
4994,0.78,-0.78,1,14.36,13.44,8,14.69,194,0.28,0.29,754,0.00,1.00,0,0.5000,17.00,117,0,0.00,0,6.67,3.61,3.53,14.80
5099,0.78,-0.78,1,14.36,13.52,8,14.69,194,0.28,0.28,765,0.00,1.00,0,0.5000,16.50,117,0,0.00,0,6.67,3.61,3.53,14.70
5203,0.78,-0.78,1,14.36,13.44,8,14.69,194,0.28,0.28,758,0.00,1.00,0,0.5000,17.00,117,0,0.00,0,6.67,3.57,3.53,14.70
5307,0.78,-0.78,1,14.36,13.52,8,14.69,194,0.28,0.28,760,0.00,1.00,0,0.5000,17.00,117,0,0.00,0,6.67,3.59,3.53,14.70
5411,0.78,-0.78,1,14.36,13.44,8,14.69,194,0.28,0.29,759,0.00,1.00,0,0.5000,17.00,117,0,0.00,0,6.67,3.61,3.53,14.70
5515,0.78,-0.78,1,14.36,13.36,8,14.69,194,0.28,0.29,748,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,6.67,3.61,3.53,14.70
5619,0.78,-0.78,1,14.36,13.28,8,14.69,194,0.28,0.29,758,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,6.82,3.74,5.10,14.60
5723,0.78,-0.78,1,14.36,13.36,8,14.69,194,0.31,0.34,752,0.00,0.88,0,0.5000,17.00,117,0,0.00,1,7.25,4.43,5.10,14.80
5826,0.78,-0.78,1,14.36,13.44,8,14.69,194,0.32,0.38,715,0.00,0.87,0,0.5000,18.50,117,0,0.00,1,7.69,4.63,5.49,14.70
5931,0.78,-0.78,1,14.36,13.44,8,14.69,194,0.34,0.39,738,0.00,0.90,0,0.5000,17.00,117,0,0.00,1,8.13,4.77,5.49,14.80
6035,1.56,-0.78,1,14.36,13.44,8,14.69,194,0.35,0.38,761,0.00,0.99,0,0.5000,16.50,117,0,0.00,1,8.42,4.86,5.49,14.80
6139,2.34,-0.78,1,14.36,13.36,8,14.69,194,0.36,0.38,762,0.00,0.99,0,0.5000,16.50,117,0,0.00,1,8.56,4.90,5.49,14.80
6243,3.12,-0.78,1,14.36,13.36,8,14.69,194,0.37,0.38,762,0.00,0.99,0,0.5000,16.50,117,0,0.00,1,8.71,4.86,5.49,15.10
6347,3.91,-0.78,1,14.36,13.52,8,14.69,194,0.37,0.38,777,0.00,0.99,0,0.5000,16.00,117,0,0.00,1,8.71,4.90,5.49,15.10
6451,3.91,-0.78,1,14.36,13.44,8,14.69,194,0.37,0.38,778,0.00,0.99,0,0.5000,16.00,117,0,0.00,1,8.71,4.93,5.49,15.60
6555,4.69,-0.78,1,14.36,13.44,8,14.69,194,0.37,0.37,792,0.00,0.99,0,0.5000,15.50,117,0,0.00,1,8.71,4.96,5.49,15.60
6659,5.47,-0.78,1,14.36,13.44,8,14.69,194,0.37,0.36,825,0.00,0.99,0,0.5000,13.00,117,0,0.00,1,8.71,4.99,5.49,15.60
6763,6.25,-0.78,1,14.36,13.44,8,14.68,194,0.37,0.37,820,0.00,0.99,0,0.5000,13.50,117,0,0.00,1,8.71,5.05,5.49,15.80
6867,7.03,-0.78,1,14.36,13.52,8,14.68,194,0.37,0.36,842,0.00,0.99,0,0.5000,12.50,117,0,0.00,1,8.56,5.05,5.49,15.80
6971,7.03,-0.78,1,14.36,13.52,8,14.68,194,0.36,0.36,854,0.00,1.00,0,0.5000,12.00,117,0,0.00,1,8.56,5.11,5.49,15.90
7075,7.03,-0.78,1,14.36,13.60,8,14.68,194,0.36,0.35,882,0.00,1.00,0,0.5000,12.00,117,0,0.00,1,8.42,5.11,5.49,15.80
7179,7.03,-0.78,1,14.36,13.44,8,14.67,194,0.35,0.35,890,0.00,1.00,0,0.5000,12.00,117,0,0.00,1,8.27,5.17,5.49,15.70
7283,7.03,-0.78,1,14.36,13.44,8,14.67,194,0.35,0.34,907,0.00,1.00,0,0.5000,12.00,117,0,0.00,1,8.13,5.17,5.49,15.40
7387,7.03,-0.78,1,14.36,13.36,8,14.66,194,0.34,0.34,914,0.00,1.00,0,0.5000,12.00,117,0,0.00,1,7.98,5.17,5.49,15.30
7491,6.25,-0.78,1,14.36,13.44,8,14.66,194,0.34,0.33,940,0.00,1.00,0,0.5000,12.00,117,0,0.00,1,7.98,5.23,5.49,15.10
7595,6.25,-0.78,1,14.36,13.52,8,14.66,194,0.34,0.33,952,0.00,1.00,0,0.5000,12.00,117,0,0.00,1,7.84,5.23,5.49,15.00
7699,5.47,-0.78,1,14.36,13.52,8,14.66,194,0.33,0.33,940,0.00,1.00,0,0.5000,12.00,117,0,0.00,1,7.69,5.20,5.49,14.30
7803,5.47,-0.78,1,14.36,13.52,8,14.66,194,0.33,0.33,950,0.00,1.00,0,0.5000,12.00,117,0,0.00,1,7.69,5.23,5.49,14.40
7907,4.69,-0.78,1,14.36,13.44,8,14.66,194,0.33,0.33,939,0.00,1.00,0,0.5000,12.00,117,0,0.00,1,7.55,5.23,5.49,14.40
8011,4.69,-0.78,1,14.36,13.44,8,14.66,194,0.33,0.33,937,0.00,1.00,0,0.5000,13.00,117,0,0.00,1,7.55,5.23,5.49,14.20
8115,3.91,-0.78,1,14.36,13.44,8,14.66,194,0.33,0.33,945,0.00,1.00,0,0.5000,13.00,117,0,0.00,1,7.55,5.17,5.49,14.20
8219,3.91,-0.78,1,14.36,13.44,8,14.66,194,0.33,0.33,938,0.00,1.00,0,0.5000,13.50,117,0,0.00,1,7.55,5.17,5.49,14.10
8323,3.91,-0.78,1,14.36,13.52,8,14.66,194,0.33,0.32,938,0.00,1.00,0,0.5000,14.50,117,0,0.00,1,7.40,5.11,5.49,14.10
8427,3.12,-0.78,1,14.36,13.52,8,14.66,194,0.32,0.32,946,0.00,1.00,0,0.5000,14.00,117,0,0.00,1,7.40,5.11,5.49,14.20
8531,3.12,-0.78,1,14.36,13.44,8,14.66,194,0.32,0.32,943,0.00,1.00,0,0.5000,15.00,117,0,0.00,1,7.40,5.05,5.49,14.20
8635,2.34,-0.78,1,14.36,13.44,8,14.66,194,0.32,0.32,946,0.00,1.00,0,0.5000,15.00,117,0,0.00,1,7.40,5.05,5.49,14.10
8739,2.34,-0.78,1,14.36,13.52,8,14.66,194,0.32,0.32,948,0.00,1.00,0,0.5000,15.00,117,0,0.00,1,7.25,5.05,5.10,14.10
8843,2.34,-0.78,1,14.36,13.52,8,14.66,194,0.32,0.32,938,0.00,1.00,0,0.5000,16.00,117,0,0.00,1,7.25,4.99,5.10,14.20
8947,1.56,-0.78,1,14.36,13.44,8,14.66,194,0.32,0.31,939,0.00,1.00,0,0.5000,16.00,117,0,0.00,1,7.25,4.99,5.10,14.10
9051,1.56,-0.78,1,14.36,13.44,8,14.66,194,0.32,0.32,934,0.00,1.00,0,0.5000,16.50,117,0,0.00,1,7.25,4.99,5.10,14.10
9155,1.56,-0.78,1,14.36,13.44,8,14.66,194,0.32,0.32,931,0.00,1.00,0,0.5000,16.50,117,0,0.00,1,7.25,4.93,5.10,14.10
9259,0.78,-0.78,1,14.36,13.44,8,14.67,194,0.31,0.31,940,0.00,1.00,0,0.5000,16.50,117,0,0.00,1,7.11,4.90,5.10,14.10
9363,0.78,-0.78,1,14.36,13.44,8,14.67,194,0.31,0.32,912,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.11,4.86,5.10,14.20
9467,0.78,-0.78,1,14.36,13.36,8,14.67,194,0.31,0.32,919,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.11,4.86,5.10,14.30
9571,0.78,-0.78,1,14.36,13.52,8,14.67,194,0.32,0.32,897,0.00,1.00,0,0.5000,17.50,117,0,0.00,1,7.11,4.86,5.10,14.30
9675,0.78,-0.78,1,14.36,13.36,8,14.67,194,0.32,0.32,899,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.25,4.80,5.10,14.30
9779,0.00,-0.78,1,14.36,13.52,8,14.68,194,0.32,0.33,891,0.00,1.00,0,0.5000,17.50,117,0,0.00,1,7.25,4.74,4.71,14.30
9883,0.00,-0.78,1,14.36,13.52,8,14.67,194,0.32,0.32,878,0.00,1.00,0,0.5000,18.50,117,0,0.00,1,7.25,4.74,4.71,14.30
9987,0.00,-0.78,1,14.36,13.52,8,14.68,194,0.32,0.33,876,0.00,1.00,0,0.5000,18.00,117,0,0.00,1,7.25,4.68,4.71,14.40
10091,0.00,-0.78,1,14.36,13.52,8,14.68,194,0.32,0.32,864,0.00,1.00,0,0.5000,19.00,117,0,0.00,1,7.25,4.68,4.71,14.30
10195,0.00,-0.78,1,14.36,13.44,8,14.68,194,0.32,0.33,871,0.00,1.00,0,0.5000,18.00,117,0,0.00,1,7.25,4.68,4.71,14.50
10299,0.00,-0.78,1,14.36,13.44,8,14.68,194,0.32,0.32,858,0.00,1.00,0,0.5000,19.00,117,0,0.00,1,7.40,4.68,4.71,14.30
10404,0.00,-0.78,1,14.36,13.52,8,14.68,194,0.32,0.32,863,0.00,1.00,0,0.5000,18.00,117,0,0.00,1,7.40,4.63,4.71,14.30
10507,0.00,-0.78,1,14.36,13.52,8,14.68,194,0.32,0.32,845,0.00,1.00,0,0.5000,19.50,117,0,0.00,1,7.40,4.63,4.71,14.40
10611,0.00,-0.78,1,14.36,13.44,8,14.68,194,0.32,0.33,852,0.00,1.00,0,0.5000,18.50,117,0,0.00,1,7.40,4.63,4.71,14.50
10715,0.00,-0.78,1,14.36,13.44,8,14.68,194,0.32,0.32,844,0.00,1.00,0,0.5000,19.00,117,0,0.00,1,7.40,4.57,4.71,14.50
10819,0.00,-0.78,1,14.36,13.44,8,14.68,194,0.32,0.33,831,0.00,1.00,0,0.5000,20.00,117,0,0.00,1,7.40,4.57,4.71,14.50
10923,0.00,-0.78,1,14.36,13.44,8,14.69,194,0.32,0.33,834,0.00,1.00,0,0.5000,19.00,117,0,0.00,1,7.55,4.60,4.71,14.60
11027,0.00,0.00,1,14.36,13.52,8,14.69,194,0.33,0.34,818,0.00,1.00,0,0.5000,20.00,117,0,0.00,1,7.55,4.57,4.71,14.60
11131,0.00,0.00,1,14.36,13.44,8,14.69,194,0.33,0.33,820,0.00,1.00,0,0.5000,19.50,117,0,0.00,1,7.55,4.57,4.71,14.60
11235,0.00,0.00,1,14.36,13.52,8,14.69,194,0.33,0.34,800,0.00,1.00,0,0.5000,21.00,117,0,0.00,1,7.55,4.52,4.71,14.80
11339,0.78,0.00,1,14.36,13.44,8,14.69,194,0.33,0.34,813,0.00,1.00,0,0.5000,19.50,117,0,0.00,1,7.69,4.52,4.71,15.00
11443,0.78,0.00,1,14.36,13.44,8,14.69,194,0.33,0.34,807,0.00,1.00,0,0.5000,19.50,117,0,0.00,1,7.69,4.52,4.71,14.80
11547,0.78,0.00,1,14.36,13.44,8,14.69,194,0.33,0.34,800,0.00,1.00,0,0.5000,20.00,117,0,0.00,1,7.69,4.54,4.71,15.00
11651,0.78,0.00,1,14.36,13.44,8,14.69,194,0.33,0.34,805,0.00,1.00,0,0.5000,19.00,117,0,0.00,1,7.69,4.52,4.71,15.00
11756,1.56,0.00,1,14.36,13.52,8,14.69,194,0.33,0.34,798,0.00,1.00,0,0.5000,19.50,117,0,0.00,1,7.69,4.54,4.71,15.00
11859,1.56,0.00,1,14.36,13.44,8,14.69,194,0.33,0.34,798,0.00,1.00,0,0.5000,19.00,117,0,0.00,1,7.69,4.54,4.71,15.10
11963,1.56,0.00,1,14.36,13.36,8,14.69,194,0.33,0.34,808,0.00,1.00,0,0.5000,17.50,117,0,0.00,1,7.84,4.57,4.71,15.10
12067,2.34,0.00,1,14.36,13.44,8,14.69,194,0.34,0.35,797,0.00,1.00,0,0.5000,18.50,117,0,0.00,1,7.84,4.60,4.71,15.10
12171,2.34,0.00,1,14.36,13.52,8,14.69,194,0.34,0.34,804,0.00,1.00,0,0.5000,17.50,117,0,0.00,1,7.84,4.60,4.71,15.20
12276,2.34,0.00,1,14.36,13.44,8,14.69,194,0.34,0.34,804,0.00,1.00,0,0.5000,17.50,117,0,0.00,1,7.84,4.57,4.71,15.10
12380,3.12,0.00,1,14.36,13.44,8,14.69,194,0.34,0.34,810,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.84,4.57,4.71,15.30
12484,3.12,0.00,1,14.36,13.44,8,14.69,194,0.33,0.34,822,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.84,4.60,4.71,15.20
12588,3.12,0.00,1,14.36,13.44,8,14.69,194,0.33,0.34,821,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.84,4.60,4.71,15.10
12692,3.12,0.00,1,14.36,13.36,8,14.69,194,0.33,0.33,836,0.00,1.00,0,0.5000,16.50,117,0,0.00,1,7.84,4.60,4.71,15.20
12796,3.12,0.00,1,14.36,13.52,8,14.68,194,0.33,0.34,829,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.69,4.63,4.71,15.10
12900,3.12,0.00,1,14.36,13.52,8,14.68,194,0.33,0.33,840,0.00,1.00,0,0.5000,16.50,117,0,0.00,1,7.69,4.63,4.71,15.00
13004,3.12,0.00,1,14.36,13.52,8,14.68,194,0.33,0.33,837,0.00,1.00,0,0.5000,16.50,117,0,0.00,1,7.69,4.63,4.71,15.00
13108,3.12,0.00,1,14.36,13.52,8,14.68,194,0.33,0.33,848,0.00,1.00,0,0.5000,16.50,117,0,0.00,1,7.69,4.63,4.71,15.00
13212,3.12,0.00,1,14.36,13.52,8,14.68,194,0.33,0.33,838,0.00,1.00,0,0.5000,16.50,117,0,0.00,1,7.69,4.63,4.71,14.90
13316,3.12,0.00,1,14.36,13.52,8,14.68,194,0.33,0.33,834,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.69,4.63,4.71,14.90
13420,3.12,0.00,1,14.36,13.44,8,14.68,194,0.33,0.33,845,0.00,1.00,0,0.5000,16.50,117,0,0.00,1,7.69,4.68,4.71,14.70
13524,3.12,0.00,1,14.36,13.44,8,14.68,194,0.33,0.33,838,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.69,4.65,4.71,14.70
13628,3.12,0.00,1,14.36,13.36,8,14.68,194,0.33,0.33,842,0.00,1.00,0,0.5000,16.50,117,0,0.00,1,7.69,4.63,4.71,14.70
13732,3.12,0.00,1,14.36,13.52,8,14.68,194,0.33,0.33,830,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.69,4.65,4.71,14.70
13836,3.12,0.00,1,14.36,13.44,8,14.69,194,0.33,0.33,838,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.69,4.65,4.71,14.50
13940,2.34,0.00,1,14.36,13.36,8,14.68,194,0.33,0.34,824,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.69,4.68,4.71,14.50
14044,2.34,0.00,1,14.36,13.60,8,14.69,194,0.33,0.34,825,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.69,4.65,4.71,14.60
14148,2.34,0.00,1,14.36,13.52,8,14.69,194,0.33,0.34,813,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.69,4.63,4.71,14.60
14252,2.34,0.00,1,14.36,13.52,8,14.69,194,0.33,0.34,815,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.69,4.63,4.71,14.60
14356,2.34,0.00,1,14.36,13.44,8,14.69,194,0.33,0.34,820,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.69,4.63,4.71,14.50
14460,2.34,0.00,1,14.36,13.52,8,14.69,194,0.33,0.34,816,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.69,4.63,4.71,14.60
14564,2.34,0.00,1,14.36,13.44,8,14.69,194,0.33,0.34,822,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.69,4.63,4.71,14.60
14668,2.34,0.00,1,14.36,13.44,8,14.69,194,0.33,0.34,808,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.69,4.63,4.71,14.60
14773,2.34,0.00,1,14.36,13.52,8,14.69,194,0.34,0.34,816,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.84,4.63,4.71,14.70
14876,2.34,0.00,1,14.36,13.44,8,14.69,194,0.34,0.34,820,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.84,4.65,4.71,14.50
14980,2.34,0.00,1,14.36,13.52,8,14.69,194,0.34,0.34,812,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.84,4.65,4.71,14.60
15084,2.34,0.00,1,14.36,13.36,8,14.69,194,0.34,0.34,820,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.84,4.65,4.71,14.60
15188,2.34,0.00,1,14.36,13.44,8,14.69,194,0.34,0.34,816,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.84,4.63,4.71,14.60
15292,2.34,0.00,1,14.36,13.52,8,14.69,194,0.34,0.34,823,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.84,4.68,4.71,14.50
15397,2.34,0.00,1,14.36,13.52,8,14.69,194,0.34,0.34,806,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.84,4.68,4.71,14.50
15501,2.34,0.00,1,14.36,13.44,8,14.69,194,0.34,0.35,806,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.84,4.68,4.71,14.70
15605,2.34,0.00,1,14.36,13.44,8,14.69,194,0.34,0.35,812,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.84,4.68,4.71,14.70
15709,2.34,0.00,1,14.36,13.44,8,14.69,194,0.34,0.35,809,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.84,4.68,4.71,14.70
15813,2.34,0.00,1,14.36,13.52,8,14.69,194,0.34,0.34,818,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.84,4.68,4.71,14.70
15917,2.34,0.00,1,14.36,13.52,8,14.69,194,0.34,0.34,807,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.84,4.68,4.71,14.70
16021,2.34,0.00,1,14.36,13.52,8,14.69,194,0.34,0.35,808,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.84,4.68,4.71,14.60
16125,2.34,0.00,1,14.36,13.52,8,14.69,194,0.34,0.34,822,0.00,1.00,0,0.5000,17.00,117,0,0.00,1,7.84,4.68,4.71,14.50
