Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Learning Airflow Range (Current)* (offset),Atmospheric Pressure (psi),Battery Voltage (V),CL/OL Fueling* (status),Closed Loop Fueling Target (4-byte)* (estimated AFR),Coolant Temperature (F),Engine Load (4-Byte)* (g/rev),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Final Fueling Base (4-byte)* (lambda),Gear (Calculated)* (position),IAM (4-byte)* (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Intake VVT Advance Angle Right (degrees),Knock Correction Advance (degrees),Knock Sum* (count),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Throttle Opening Angle (%),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
1039,10.16,3.91,1,14.36,13.44,8,14.68,190,0.32,0.32,862,0.00,1.00,0,0.5000,14.00,136,0,0.00,13,8.13,4.56,5.10,15.50
1143,10.16,3.91,1,14.36,13.44,8,14.68,190,0.32,0.32,878,0.00,1.00,0,0.5000,13.00,136,0,0.00,13,8.13,4.61,5.10,15.40
1247,10.16,3.91,1,14.36,13.52,8,14.67,190,0.32,0.31,874,0.00,1.00,0,0.5000,14.00,136,0,0.00,13,7.98,4.64,5.10,15.40
1351,9.38,3.91,1,14.36,13.52,8,14.67,190,0.32,0.32,891,0.00,1.00,0,0.5000,13.00,136,0,0.00,13,7.98,4.64,5.10,15.10
1455,9.38,3.91,1,14.36,13.52,8,14.67,190,0.31,0.32,888,0.00,1.00,0,0.5000,13.50,136,0,0.00,13,7.84,4.67,5.10,15.20
1559,8.59,3.91,1,14.36,13.44,8,14.67,190,0.31,0.31,905,0.00,1.00,0,0.5000,13.00,136,0,0.00,13,7.84,4.70,5.10,15.90
1664,8.59,3.91,1,14.36,13.44,8,14.67,190,0.31,0.31,902,0.00,1.00,0,0.5000,13.50,136,0,0.00,13,7.69,4.70,5.10,14.40
1768,7.81,3.91,1,14.36,13.44,8,14.67,190,0.31,0.31,913,0.00,1.00,0,0.5000,13.00,136,0,0.00,13,7.69,4.73,5.10,14.40
1872,7.03,3.91,1,14.36,13.52,8,14.67,190,0.31,0.31,908,0.00,1.00,0,0.5000,13.50,136,0,0.00,13,7.55,4.73,5.10,14.20
1975,7.03,3.91,1,14.36,13.44,8,14.67,190,0.31,0.31,920,0.00,1.00,0,0.5000,13.00,136,0,0.00,13,7.55,4.73,5.49,14.10
2079,6.25,3.91,1,14.36,13.44,8,14.67,190,0.31,0.31,925,0.00,1.00,0,0.5000,13.50,136,0,0.00,13,7.55,4.73,5.10,14.20
2184,6.25,3.91,1,14.36,13.52,8,14.67,190,0.31,0.31,913,0.00,1.00,0,0.5000,15.00,136,0,0.00,13,7.55,4.73,5.10,14.10
2287,5.47,3.91,1,14.36,13.44,8,14.67,190,0.31,0.31,927,0.00,1.00,0,0.5000,14.00,136,0,0.00,13,7.55,4.73,5.10,14.00
2392,4.69,3.91,1,14.36,13.52,8,14.66,190,0.30,0.30,923,0.00,1.00,0,0.5000,14.50,136,0,0.00,13,7.40,4.67,5.10,13.90
2496,4.69,3.91,1,14.36,13.52,8,14.67,190,0.30,0.30,926,0.00,1.00,0,0.5000,15.00,136,0,0.00,13,7.40,4.61,5.10,13.90
2599,3.91,3.91,1,14.36,13.44,8,14.67,190,0.30,0.30,918,0.00,1.00,0,0.5000,16.00,136,0,0.00,13,7.40,4.61,5.10,13.90
2704,3.91,3.91,1,14.36,13.44,8,14.66,190,0.30,0.30,914,0.00,1.00,0,0.5000,16.00,136,0,0.00,13,7.40,4.61,5.10,13.90
2808,3.91,3.91,1,14.36,13.44,8,14.67,190,0.30,0.30,916,0.00,1.00,0,0.5000,16.00,136,0,0.00,13,7.40,4.61,5.10,13.90
2912,3.12,3.91,1,14.36,13.44,8,14.67,190,0.29,0.29,901,0.00,1.00,0,0.5000,17.00,136,0,0.00,13,7.11,4.34,4.71,14.00
3016,3.12,3.91,1,14.36,13.52,8,14.67,190,0.29,0.28,909,0.00,1.00,0,0.5000,16.50,136,0,0.00,13,7.11,4.28,4.71,14.10
3121,2.34,3.91,1,14.36,13.52,8,14.67,190,0.29,0.29,892,0.00,1.00,0,0.5000,17.00,136,0,0.00,13,6.96,4.28,4.71,14.00
3226,1.56,3.91,1,14.36,13.52,8,14.68,190,0.29,0.29,892,0.00,1.00,0,0.5000,17.00,136,0,0.00,13,6.96,4.28,4.71,14.00
3330,1.56,3.91,1,14.36,13.44,8,14.68,190,0.29,0.30,871,0.00,1.00,0,0.5000,17.50,136,0,0.00,13,7.11,4.28,4.71,14.10
3434,0.78,3.91,1,14.36,13.52,8,14.68,190,0.29,0.30,852,0.00,1.00,0,0.5000,19.00,136,0,0.00,13,7.11,4.31,4.71,14.10
3538,0.78,3.91,1,14.36,13.52,8,14.69,190,0.30,0.31,837,0.00,1.00,0,0.5000,20.00,136,0,0.00,13,7.25,4.28,4.71,13.90
3643,0.00,3.91,1,14.36,13.44,8,14.69,190,0.30,0.31,827,0.00,1.00,0,0.5000,20.50,136,0,0.00,13,7.25,4.28,4.71,13.90
3746,0.00,3.91,1,14.36,13.44,8,14.69,190,0.30,0.32,811,0.00,1.00,0,0.5000,21.00,136,0,0.00,13,7.40,4.23,4.71,13.90
3851,0.00,3.91,1,14.36,13.36,8,14.69,190,0.30,0.31,813,0.00,1.00,0,0.5000,20.50,136,0,0.00,13,7.40,4.23,4.31,14.00
3955,0.00,3.91,1,14.36,13.44,8,14.69,190,0.31,0.31,792,0.00,1.00,0,0.5000,21.50,136,0,0.00,13,7.40,4.20,4.31,14.00
4059,0.00,3.91,1,14.36,13.44,8,14.69,190,0.31,0.32,790,0.00,1.00,0,0.5000,21.50,136,0,0.00,13,7.55,4.20,4.71,14.00
4163,0.00,3.91,1,14.36,13.52,8,14.69,190,0.31,0.32,791,0.00,1.00,0,0.5000,21.00,136,0,0.00,13,7.55,4.20,4.31,14.20
4267,0.00,3.91,1,14.36,13.52,8,14.69,190,0.31,0.32,781,0.00,1.00,0,0.5000,21.00,136,0,0.00,13,7.55,4.20,4.71,14.20
4371,0.00,3.91,1,14.36,13.44,8,14.69,190,0.31,0.33,788,0.00,1.00,0,0.5000,20.50,136,0,0.00,13,7.69,4.23,4.71,14.30
4476,0.00,3.91,1,14.36,13.44,8,14.69,190,0.32,0.32,790,0.00,1.00,0,0.5000,20.00,136,0,0.00,13,7.69,4.25,4.71,14.30
4579,0.00,3.91,1,14.36,13.44,8,14.69,190,0.32,0.33,776,0.00,1.00,0,0.5000,20.50,136,0,0.00,13,7.84,4.28,4.71,14.50
4683,0.78,3.91,1,14.36,13.52,8,14.69,190,0.32,0.33,790,0.00,1.00,0,0.5000,19.00,138,0,0.00,13,7.84,4.28,4.71,14.60
4787,0.78,3.91,1,14.36,13.44,8,14.69,190,0.32,0.32,798,0.00,1.00,0,0.5000,18.00,138,0,0.00,13,7.84,4.28,4.71,14.30
4891,0.78,3.91,1,14.36,13.44,8,14.69,190,0.32,0.33,778,0.00,1.00,0,0.5000,19.50,138,0,0.00,13,7.84,4.34,4.71,15.00
4995,0.78,3.91,1,14.36,13.44,8,14.69,190,0.32,0.33,797,0.00,1.00,0,0.5000,17.50,138,0,0.00,13,7.84,4.36,4.71,14.90
5099,1.56,3.91,1,14.36,13.52,8,14.69,190,0.32,0.33,797,0.00,1.00,0,0.5000,17.50,138,0,0.00,13,7.84,4.39,4.71,14.90
5203,1.56,3.91,1,14.36,13.60,8,14.69,190,0.32,0.33,799,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.98,4.39,4.71,14.90
5307,1.56,3.91,1,14.36,13.52,8,14.69,190,0.32,0.32,816,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.98,4.45,4.71,15.00
5411,1.56,3.91,1,14.36,13.36,8,14.69,190,0.32,0.32,819,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.84,4.42,4.71,15.00
5514,1.56,3.91,1,14.36,13.36,8,14.69,190,0.32,0.32,840,0.00,1.00,0,0.5000,16.00,138,0,0.00,13,7.84,4.45,4.71,15.00
5619,2.34,3.91,1,14.36,13.44,8,14.68,190,0.32,0.32,831,0.00,1.00,0,0.5000,16.50,138,0,0.00,13,7.84,4.45,4.71,15.00
5723,2.34,3.91,1,14.36,13.52,8,14.68,190,0.32,0.32,847,0.00,1.00,0,0.5000,16.00,138,0,0.00,13,7.69,4.45,4.71,15.00
5827,2.34,3.91,1,14.36,13.60,8,14.68,190,0.31,0.32,847,0.00,1.00,0,0.5000,16.00,138,0,0.00,13,7.69,4.45,4.71,15.00
5931,1.56,3.91,1,14.36,13.52,8,14.68,190,0.31,0.32,856,0.00,1.00,0,0.5000,16.00,138,0,0.00,13,7.69,4.47,4.71,15.00
6035,1.56,3.91,1,14.36,13.52,8,14.68,190,0.31,0.31,847,0.00,1.00,0,0.5000,16.50,138,0,0.00,13,7.69,4.50,4.71,14.80
6139,1.56,3.91,1,14.36,13.44,8,14.68,190,0.31,0.32,858,0.00,1.00,0,0.5000,16.00,138,0,0.00,13,7.69,4.50,4.71,14.80
6243,1.56,3.91,1,14.36,13.52,8,14.68,190,0.31,0.31,851,0.00,1.00,0,0.5000,16.50,138,0,0.00,13,7.55,4.47,4.71,14.70
6347,1.56,3.91,1,14.36,13.52,8,14.68,190,0.31,0.32,860,0.00,1.00,0,0.5000,16.00,138,0,0.00,13,7.55,4.50,4.71,14.60
6451,1.56,3.91,1,14.36,13.52,8,14.68,190,0.31,0.31,847,0.00,1.00,0,0.5000,16.00,138,0,0.00,13,7.55,4.50,4.71,14.50
6555,0.78,3.91,1,14.36,13.44,8,14.68,190,0.31,0.32,848,0.00,1.00,0,0.5000,16.50,138,0,0.00,13,7.55,4.50,4.71,14.50
6659,0.78,3.91,1,14.36,13.36,8,14.68,190,0.31,0.31,858,0.00,1.00,0,0.5000,16.50,138,0,0.00,13,7.55,4.50,4.71,14.50
6763,0.78,3.91,1,14.36,13.60,8,14.68,190,0.31,0.32,850,0.00,1.00,0,0.5000,16.50,138,0,0.00,13,7.55,4.50,4.71,14.30
6867,0.78,3.91,1,14.36,13.44,8,14.68,190,0.31,0.32,852,0.00,1.00,0,0.5000,16.50,138,0,0.00,13,7.55,4.50,4.71,14.50
6971,0.78,3.91,1,14.36,13.52,8,14.68,190,0.31,0.32,846,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.55,4.50,4.71,14.40
7075,0.78,3.91,1,14.36,13.36,8,14.68,190,0.31,0.32,848,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.55,4.50,4.71,14.40
7179,0.00,3.91,1,14.36,13.44,8,14.68,190,0.31,0.32,838,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.55,4.50,4.71,14.40
7283,0.00,3.91,1,14.36,13.44,8,14.69,190,0.31,0.32,844,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.55,4.47,4.71,14.40
7387,0.00,3.91,1,14.36,13.44,8,14.68,190,0.31,0.32,835,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.55,4.45,4.71,14.40
7491,0.00,3.91,1,14.36,13.52,8,14.68,190,0.31,0.31,848,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.55,4.45,4.71,14.40
7595,0.00,3.91,1,14.36,13.44,8,14.68,190,0.31,0.32,839,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.55,4.45,4.71,14.40
7699,0.00,3.91,1,14.36,13.52,8,14.68,190,0.31,0.32,842,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.55,4.45,4.71,14.50
7803,0.00,3.91,1,14.36,13.52,8,14.69,190,0.31,0.32,832,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.55,4.45,4.71,14.50
7907,0.00,3.91,1,14.36,13.52,8,14.69,190,0.32,0.32,828,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.55,4.45,4.71,14.40
8012,0.00,3.91,1,14.36,13.52,8,14.69,190,0.32,0.32,827,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.45,4.71,14.40
8116,0.00,3.91,1,14.36,13.44,8,14.69,190,0.32,0.33,816,0.00,1.00,0,0.5000,17.50,138,0,0.00,13,7.69,4.45,4.71,14.60
8220,0.00,3.91,1,14.36,13.44,8,14.69,190,0.32,0.33,816,0.00,1.00,0,0.5000,17.50,138,0,0.00,13,7.69,4.45,4.71,14.50
8324,0.00,3.91,1,14.36,13.44,8,14.69,190,0.32,0.33,814,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.45,4.71,14.50
8428,0.00,3.91,1,14.36,13.52,8,14.69,190,0.32,0.33,820,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.45,4.71,14.50
8532,0.00,3.91,1,14.36,13.52,8,14.69,190,0.32,0.32,814,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.45,4.71,14.50
8636,0.00,3.91,1,14.36,13.52,8,14.69,190,0.32,0.33,813,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.45,4.71,14.60
8741,0.00,4.69,1,14.36,13.44,8,14.69,190,0.32,0.33,821,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.84,4.45,4.71,14.60
8844,0.00,4.69,1,14.36,13.44,8,14.69,190,0.32,0.33,816,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.84,4.45,4.71,14.70
8948,0.00,4.69,1,14.36,13.52,8,14.69,190,0.32,0.32,823,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.84,4.45,4.71,14.70
9052,0.00,4.69,1,14.36,13.52,8,14.69,190,0.32,0.32,815,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.84,4.45,4.71,14.70
9156,0.00,4.69,1,14.36,13.52,8,14.69,190,0.32,0.33,827,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.45,4.71,14.80
9260,0.00,4.69,1,14.36,13.44,8,14.69,190,0.32,0.32,834,0.00,1.00,0,0.5000,16.50,138,0,0.00,13,7.69,4.45,4.71,14.80
9364,0.00,4.69,1,14.36,13.44,8,14.69,190,0.32,0.32,826,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.45,4.71,14.80
9468,0.00,4.69,1,14.36,13.36,8,14.69,190,0.32,0.32,830,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.45,4.71,14.80
9572,0.00,4.69,1,14.36,13.44,8,14.69,190,0.32,0.32,826,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.47,4.71,14.80
9676,0.00,4.69,1,14.36,13.52,8,14.69,190,0.32,0.32,835,0.00,1.00,0,0.5000,16.50,138,0,0.00,13,7.69,4.47,4.71,14.80
9780,0.00,4.69,1,14.36,13.52,8,14.68,190,0.32,0.33,827,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.50,4.71,14.70
9884,0.00,4.69,1,14.36,13.52,8,14.69,190,0.32,0.32,840,0.00,1.00,0,0.5000,16.50,138,0,0.00,13,7.69,4.45,4.71,14.70
9988,0.00,4.69,1,14.36,13.44,8,14.68,190,0.32,0.32,833,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.47,4.71,14.70
10092,0.00,4.69,1,14.36,13.52,8,14.68,190,0.32,0.32,844,0.00,1.00,0,0.5000,16.50,138,0,0.00,13,7.69,4.50,4.71,14.70
10196,0.00,4.69,1,14.36,13.52,8,14.69,190,0.32,0.32,838,0.00,1.00,0,0.5000,16.50,138,0,0.00,13,7.69,4.50,4.71,14.80
10300,0.00,4.69,1,14.36,13.44,8,14.69,190,0.32,0.33,830,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.50,4.71,14.60
10404,0.00,4.69,1,14.36,13.44,8,14.69,190,0.32,0.32,835,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.47,4.71,14.50
10509,-0.78,4.69,1,14.36,13.44,8,14.68,190,0.32,0.33,826,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.50,4.71,14.60
10612,-0.78,4.69,1,14.36,13.44,8,14.69,190,0.32,0.32,835,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.47,4.71,14.70
10716,-0.78,4.69,1,14.36,13.52,8,14.69,190,0.32,0.33,826,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.50,4.71,14.60
10821,-0.78,4.69,1,14.36,13.52,8,14.69,190,0.32,0.33,838,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.47,4.71,14.50
10925,-0.78,4.69,1,14.36,13.44,8,14.68,190,0.32,0.32,830,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.47,4.71,14.60
11028,-0.78,4.69,1,14.36,13.44,8,14.68,190,0.32,0.32,842,0.00,1.00,0,0.5000,16.50,138,0,0.00,13,7.69,4.45,4.71,14.50
11132,-0.78,4.69,1,14.36,13.44,8,14.69,190,0.32,0.32,843,0.00,1.00,0,0.5000,16.50,138,0,0.00,13,7.69,4.47,4.71,14.60
11236,-0.78,4.69,1,14.36,13.52,8,14.68,190,0.32,0.32,828,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.47,4.71,14.60
11340,-0.78,4.69,1,14.36,13.52,8,14.69,190,0.32,0.32,831,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.47,4.71,14.50
11444,-0.78,4.69,1,14.36,13.44,8,14.69,190,0.32,0.33,821,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.47,4.71,14.60
11548,-0.78,4.69,1,14.36,13.44,8,14.69,190,0.32,0.32,830,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.47,4.71,14.60
11653,-0.78,4.69,1,14.36,13.52,8,14.69,190,0.32,0.33,820,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.50,4.71,14.50
11756,-0.78,4.69,1,14.36,13.52,8,14.69,190,0.32,0.33,830,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.47,4.71,14.60
11860,-0.78,4.69,1,14.36,13.52,8,14.69,190,0.32,0.32,835,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.50,4.71,14.70
11965,-0.78,4.69,1,14.36,13.44,8,14.68,190,0.32,0.33,825,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.50,4.71,14.60
12069,-0.78,4.69,1,14.36,13.44,8,14.69,190,0.32,0.32,833,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.50,4.71,14.60
12173,-0.78,4.69,1,14.36,13.44,8,14.68,190,0.32,0.32,832,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.50,4.71,14.60
12277,-0.78,4.69,1,14.36,13.36,8,14.69,190,0.32,0.32,840,0.00,1.00,0,0.5000,16.50,138,0,0.00,13,7.69,4.47,4.71,14.70
12381,-0.78,4.69,1,14.36,13.52,8,14.68,190,0.32,0.32,832,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.50,4.71,14.70
12485,-0.78,4.69,1,14.36,13.52,8,14.69,190,0.32,0.32,836,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.50,4.71,14.70
12589,-0.78,4.69,1,14.36,13.52,8,14.69,190,0.32,0.32,828,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.50,4.71,14.80
12692,-0.78,4.69,1,14.36,13.44,8,14.69,190,0.32,0.33,831,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.50,4.71,14.60
12797,-0.78,4.69,1,14.36,13.44,8,14.69,190,0.32,0.32,830,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.45,4.71,14.50
12901,-1.56,4.69,1,14.36,13.44,8,14.69,190,0.32,0.33,821,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.47,4.71,14.60
13004,-0.78,4.69,1,14.36,13.44,8,14.69,190,0.32,0.32,826,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.50,4.71,14.50
13109,-1.56,4.69,1,14.36,13.44,8,14.69,190,0.32,0.33,820,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.50,4.71,14.70
13213,-1.56,4.69,1,14.36,13.36,8,14.69,190,0.32,0.32,832,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.47,4.71,14.60
13317,-0.78,4.69,1,14.36,13.52,8,14.69,190,0.32,0.33,820,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.50,4.71,14.60
13420,-0.78,4.69,1,14.36,13.52,8,14.69,190,0.32,0.33,824,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.50,4.71,14.60
13524,-0.78,4.69,1,14.36,13.44,8,14.69,190,0.32,0.33,820,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.50,4.71,14.80
13628,-0.78,4.69,1,14.36,13.52,8,14.69,190,0.32,0.33,817,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.50,4.71,14.70
13733,-0.78,4.69,1,14.36,13.36,8,14.69,190,0.32,0.33,823,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.84,4.50,4.71,14.70
13837,-1.56,4.69,1,14.36,13.44,8,14.69,190,0.33,0.33,813,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.84,4.50,4.71,14.60
13941,-1.56,4.69,1,14.36,13.52,8,14.69,190,0.33,0.33,824,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.84,4.50,4.71,14.70
14045,-0.78,4.69,1,14.36,13.52,8,14.69,190,0.32,0.33,820,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.84,4.50,4.71,14.60
14149,-0.78,4.69,1,14.36,13.52,8,14.69,190,0.32,0.33,820,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.84,4.50,4.71,14.70
14253,-0.78,4.69,1,14.36,13.44,8,14.69,190,0.33,0.33,819,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.84,4.50,4.71,14.80
14357,-0.78,4.69,1,14.36,13.44,8,14.69,190,0.33,0.33,808,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.84,4.50,4.71,14.70
14461,-0.78,4.69,1,14.36,13.44,8,14.69,190,0.33,0.33,812,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.84,4.50,4.71,14.80
14565,-0.78,4.69,1,14.36,13.52,8,14.69,190,0.33,0.33,806,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.84,4.50,4.71,14.80
14669,-0.78,4.69,1,14.36,13.52,8,14.69,190,0.33,0.34,813,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.84,4.50,4.71,14.70
14773,-1.56,4.69,1,14.36,13.44,8,14.69,190,0.33,0.33,819,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.84,4.53,4.71,14.70
14877,-0.78,4.69,1,14.36,13.36,8,14.69,190,0.33,0.33,812,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.84,4.50,4.71,14.70
14981,-0.78,4.69,1,14.36,13.36,8,14.69,190,0.33,0.33,818,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.84,4.53,4.71,14.70
15085,-0.78,4.69,1,14.36,13.52,8,14.69,190,0.33,0.33,816,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.84,4.50,4.71,14.80
15189,-0.78,4.69,1,14.36,13.60,8,14.69,190,0.33,0.33,828,0.00,1.00,0,0.5000,16.50,138,0,0.00,13,7.84,4.53,4.71,14.70
15293,-0.78,4.69,1,14.36,13.52,8,14.69,190,0.33,0.33,822,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.84,4.53,4.71,14.80
15397,-0.78,4.69,1,14.36,13.44,8,14.69,190,0.33,0.33,825,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.84,4.53,4.71,14.70
15500,-0.78,4.69,1,14.36,13.44,8,14.69,190,0.32,0.32,835,0.00,1.00,0,0.5000,16.50,138,0,0.00,13,7.84,4.50,4.71,14.70
15605,-0.78,4.69,1,14.36,13.44,8,14.68,190,0.32,0.33,828,0.00,1.00,0,0.5000,17.00,138,0,0.00,13,7.69,4.50,4.71,14.70
15709,-0.78,4.69,1,14.36,13.36,8,14.69,190,0.32,0.32,839,0.00,1.00,0,0.5000,16.50,138,0,0.00,13,7.69,4.50,4.71,14.70
15813,-0.78,4.69,1,14.36,13.44,8,14.68,190,0.32,0.32,832,0.00,1.00,0,0.5000,16.50,138,0,0.00,13,7.69,4.50,4.71,14.80
15916,-0.78,4.69,1,14.36,13.44,8,14.68,190,0.32,0.32,852,0.00,1.00,0,0.5000,16.00,138,0,0.00,13,7.69,4.53,4.71,14.80
16021,-0.78,4.69,1,14.36,13.44,8,14.68,190,0.32,0.32,846,0.00,1.00,0,0.5000,16.50,138,0,0.00,13,7.69,4.50,4.71,14.80
16125,-0.78,4.69,1,14.36,13.52,8,14.68,190,0.32,0.32,850,0.00,1.00,0,0.5000,16.50,138,0,0.00,13,7.55,4.53,4.71,14.70
16229,-0.78,4.69,1,14.36,13.52,8,14.68,190,0.32,0.32,841,0.00,1.00,0,0.5000,16.50,138,0,0.00,13,7.55,4.53,4.71,14.60
