Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Learning Airflow Range (Current)* (offset),Atmospheric Pressure (psi),Battery Voltage (V),CL/OL Fueling* (status),Closed Loop Fueling Target (4-byte)* (estimated AFR),Coolant Temperature (F),Engine Load (4-Byte)* (g/rev),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Final Fueling Base (4-byte)* (lambda),Gear (Calculated)* (position),IAM (4-byte)* (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Intake VVT Advance Angle Right (degrees),Knock Correction Advance (degrees),Knock Sum* (count),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Throttle Opening Angle (%),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
9673,0.00,-1.56,1,14.51,13.68,8,14.68,190,0.31,0.30,851,0.00,1.00,0,0.5000,18.50,124,0,0.00,14,7.25,4.39,4.31,14.30
9777,0.00,-1.56,1,14.51,13.60,8,14.68,190,0.31,0.32,852,0.00,1.00,0,0.5000,18.50,124,0,0.00,14,7.40,4.43,4.31,14.30
9880,0.00,-1.56,1,14.51,13.52,8,14.69,190,0.31,0.31,831,0.00,1.00,0,0.5000,19.50,124,0,0.00,14,7.40,4.39,4.31,14.40
9985,0.00,-1.56,1,14.51,13.52,8,14.69,190,0.31,0.32,827,0.00,1.00,0,0.5000,19.00,124,0,0.00,14,7.40,4.46,4.31,14.40
10089,0.00,-1.56,1,14.51,13.68,8,14.69,190,0.31,0.33,818,0.00,1.00,0,0.5000,20.50,124,0,0.00,14,7.55,4.49,4.31,14.40
10192,0.00,-1.56,1,14.51,13.60,8,14.69,190,0.32,0.33,816,0.00,1.00,0,0.5000,20.00,124,0,0.00,14,7.55,4.39,4.31,14.50
10297,0.00,-1.56,1,14.51,13.52,8,14.69,190,0.32,0.33,807,0.00,1.00,0,0.5000,18.50,124,0,0.00,14,7.55,4.53,4.31,14.50
10400,0.78,-1.56,1,14.51,13.60,8,14.69,190,0.32,0.34,813,0.00,1.00,0,0.5000,19.50,124,0,0.00,14,7.55,4.53,4.31,14.50
10505,0.78,-1.56,1,14.51,13.52,8,14.69,190,0.33,0.34,808,0.00,1.00,0,0.5000,19.00,124,0,0.00,14,7.55,4.62,4.31,15.00
10609,0.78,-1.56,1,14.51,13.60,8,14.69,190,0.33,0.35,807,0.00,1.00,0,0.5000,18.00,124,0,0.00,14,7.55,4.72,4.31,14.90
10713,0.78,-1.56,1,14.51,13.52,8,14.69,190,0.34,0.35,815,0.00,1.00,0,0.5000,18.00,124,0,0.00,14,7.55,4.69,4.31,14.80
10817,0.78,-1.56,1,14.51,13.60,8,14.69,190,0.33,0.33,824,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.55,4.59,4.31,14.90
10921,0.78,-1.56,1,14.51,13.60,8,14.69,190,0.33,0.33,835,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.55,4.56,4.31,14.80
11024,0.78,-1.56,1,14.51,13.60,8,14.69,190,0.33,0.33,826,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.55,4.46,4.31,14.80
11129,0.00,-0.78,1,14.51,13.60,8,14.69,190,0.32,0.32,832,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.55,4.43,4.31,14.80
11233,0.00,-0.78,1,14.51,13.60,8,14.69,190,0.32,0.32,828,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.55,4.46,4.31,15.10
11336,0.00,-0.78,1,14.51,13.68,8,14.69,190,0.32,0.33,819,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.55,4.62,4.31,15.10
11441,0.00,-0.78,1,14.51,13.52,8,14.69,190,0.33,0.33,820,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.55,4.53,4.31,14.50
11545,0.00,-0.78,1,14.51,13.60,8,14.69,190,0.33,0.33,813,0.00,1.00,0,0.5000,17.50,124,0,0.00,14,7.69,4.46,4.31,14.40
11649,0.00,-0.78,1,14.51,13.60,8,14.69,190,0.32,0.32,814,0.00,1.00,0,0.5000,17.50,124,0,0.00,14,7.69,4.39,4.31,14.40
11753,0.00,-0.78,1,14.51,13.60,8,14.69,190,0.32,0.33,808,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.69,4.46,4.31,14.40
11856,0.00,-0.78,1,14.51,13.60,8,14.69,190,0.32,0.32,805,0.00,1.00,0,0.5000,17.50,124,0,0.00,14,7.69,4.30,4.31,14.50
11960,0.78,-0.78,1,14.51,13.52,8,14.69,190,0.32,0.32,810,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.69,4.33,4.31,14.50
12065,0.78,-0.78,1,14.51,13.60,8,14.69,190,0.32,0.33,807,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.69,4.46,4.31,14.50
12169,0.78,-0.78,1,14.51,13.60,8,14.69,190,0.32,0.34,799,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.69,4.66,4.31,14.60
12273,0.78,-0.78,1,14.51,13.52,8,14.69,190,0.33,0.34,815,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.69,4.62,4.71,14.70
12377,0.78,-0.78,1,14.51,13.52,8,14.69,190,0.33,0.34,812,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.69,4.59,4.31,14.70
12481,1.56,-0.78,1,14.51,13.52,8,14.69,190,0.33,0.35,810,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.69,4.72,4.31,14.80
12584,1.56,-0.78,1,14.51,13.60,8,14.69,190,0.34,0.35,803,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.84,4.69,4.31,14.80
12689,1.56,-0.78,1,14.51,13.60,8,14.69,190,0.34,0.35,820,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.84,4.66,4.31,14.80
12793,1.56,-0.78,1,14.51,13.52,8,14.69,190,0.34,0.35,810,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.84,4.66,4.31,15.00
12897,1.56,-0.78,1,14.51,13.52,8,14.69,190,0.34,0.35,814,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.84,4.59,4.31,14.80
13001,1.56,-0.78,1,14.51,13.52,8,14.69,190,0.33,0.33,825,0.00,1.00,0,0.5000,16.50,124,0,0.00,14,7.69,4.46,4.31,14.80
13105,1.56,-0.78,1,14.51,13.52,8,14.69,190,0.33,0.33,826,0.00,1.00,0,0.5000,16.50,124,0,0.00,14,7.69,4.53,4.31,14.80
13208,0.78,-0.78,1,14.51,13.52,8,14.68,190,0.33,0.32,836,0.00,1.00,0,0.5000,16.50,124,0,0.00,14,7.69,4.49,4.31,14.80
13313,0.78,-0.78,1,14.51,13.60,8,14.68,190,0.32,0.32,830,0.00,1.00,0,0.5000,16.50,124,0,0.00,14,7.69,4.49,4.31,14.80
13417,0.78,-0.78,1,14.51,13.60,8,14.68,190,0.32,0.32,844,0.00,1.00,0,0.5000,16.50,124,0,0.00,14,7.69,4.59,4.31,14.50
13521,0.78,-0.78,1,14.51,13.60,8,14.69,190,0.32,0.33,833,0.00,1.00,0,0.5000,16.50,124,0,0.00,14,7.55,4.53,4.71,14.50
13625,0.78,-0.78,1,14.51,13.60,8,14.69,190,0.32,0.33,829,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.69,4.49,4.71,14.40
13729,0.78,-0.78,1,14.51,13.52,8,14.69,190,0.33,0.34,825,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.69,4.72,4.71,14.50
13833,0.78,-0.78,1,14.51,13.52,8,14.69,190,0.33,0.35,812,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.69,4.76,4.71,14.50
13938,0.78,-0.78,1,14.51,13.60,8,14.69,192,0.34,0.34,821,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.69,4.72,4.71,14.50
14041,0.78,-0.78,1,14.51,13.60,8,14.69,192,0.34,0.35,823,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.69,4.87,4.71,14.60
14145,1.56,-0.78,1,14.51,13.60,8,14.69,192,0.34,0.35,833,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.69,4.78,4.71,14.70
14249,1.56,-0.78,1,14.51,13.60,8,14.69,192,0.34,0.34,830,0.00,1.00,0,0.5000,16.50,124,0,0.00,14,7.69,4.59,4.31,14.90
14353,0.78,-0.78,1,14.51,13.60,8,14.68,192,0.33,0.33,838,0.00,1.00,0,0.5000,16.50,124,0,0.00,14,7.69,4.66,4.31,14.70
14457,0.78,-0.78,1,14.51,13.52,8,14.68,192,0.33,0.32,850,0.00,1.00,0,0.5000,16.50,124,0,0.00,14,7.69,4.53,4.31,14.70
14561,0.78,-0.78,1,14.51,13.60,8,14.68,192,0.33,0.33,838,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.55,4.66,4.71,14.60
14665,0.78,-0.78,1,14.51,13.60,8,14.68,192,0.33,0.34,840,0.00,1.00,0,0.5000,16.50,124,0,0.00,14,7.55,4.72,4.31,14.50
14769,0.78,-0.78,1,14.51,13.52,8,14.69,192,0.33,0.34,827,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.55,4.59,4.31,14.40
14873,0.00,-0.78,1,14.51,13.52,8,14.68,192,0.33,0.33,835,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.55,4.53,4.31,14.40
14977,0.00,-0.78,1,14.51,13.60,8,14.69,192,0.33,0.33,827,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.55,4.56,4.31,14.40
15081,0.00,-0.78,1,14.51,13.68,8,14.69,192,0.33,0.34,814,0.00,1.00,0,0.5000,17.50,124,0,0.00,14,7.69,4.62,4.31,14.40
15185,0.00,-0.78,1,14.51,13.60,8,14.69,192,0.33,0.35,816,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.69,4.69,4.31,14.50
15289,0.00,-0.78,1,14.51,13.60,8,14.69,192,0.33,0.35,804,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.69,4.66,4.31,14.60
15393,0.00,-0.78,1,14.51,13.52,8,14.69,192,0.34,0.34,807,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.69,4.59,4.31,14.50
15497,0.00,-0.78,1,14.51,13.52,8,14.69,192,0.34,0.34,806,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.69,4.59,4.31,14.50
15601,0.00,-0.78,1,14.51,13.68,8,14.69,192,0.34,0.34,811,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.69,4.62,4.31,14.50
15705,0.00,-0.78,1,14.51,13.60,8,14.69,192,0.34,0.35,804,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.84,4.66,4.31,14.50
15809,0.00,-0.78,1,14.51,12.96,8,14.69,192,0.34,0.35,806,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.84,4.69,4.31,14.50
15913,0.00,-0.78,1,14.51,13.04,8,14.69,192,0.34,0.35,819,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.84,4.76,4.31,14.60
16017,0.00,-0.78,1,14.51,13.60,8,14.69,192,0.34,0.36,796,0.00,1.00,0,0.5000,17.00,124,0,0.00,14,7.98,4.78,4.31,14.50
