Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Atmospheric Pressure (psi),Battery Voltage (V),Coolant Temperature (F),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Intake VVT Advance Angle Right (degrees),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Throttle Opening Angle (%),Air Conditioning Switch (On/Off),Idle Switch (On/Off),Rear O2 Sensor Rich Signal (On/Off),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
3314,0.00,-1.56,14.70,14.36,13.20,194,0.37,839,17.00,1.95,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
3380,0.00,-1.56,14.70,14.36,13.28,194,0.38,838,17.00,1.95,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
3450,0.00,-1.56,14.70,14.36,13.28,194,0.37,842,17.00,1.98,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.70
3519,0.00,-1.56,14.70,14.36,13.36,194,0.37,844,17.00,1.98,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,15.00
3587,0.00,-1.56,14.70,14.36,13.36,194,0.37,843,17.00,1.98,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.70
3656,0.00,-1.56,14.70,14.36,13.28,194,0.37,842,17.00,1.98,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.70
3726,0.00,-1.56,14.70,14.36,13.04,194,0.37,840,17.00,1.97,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.70
3795,0.00,-1.56,14.70,14.36,13.12,194,0.38,840,17.00,1.97,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.70
3864,0.00,-1.56,14.70,14.36,13.04,194,0.38,841,17.00,1.97,106,0,0.00,8.42,-5.95,5.30,5.10,1,1,0,14.70
3933,0.00,-1.56,14.70,14.36,13.12,194,0.38,831,17.00,1.98,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.70
4002,0.00,-1.56,14.70,14.36,13.04,194,0.38,833,17.00,1.98,106,0,0.00,8.42,-5.95,5.30,5.10,1,1,0,14.70
4071,0.00,-1.56,14.70,14.36,13.20,194,0.38,833,17.00,1.97,106,0,0.00,8.42,-5.95,5.27,5.10,1,1,0,14.70
4140,0.00,-1.56,14.70,14.36,13.28,194,0.38,834,17.00,1.98,106,0,0.00,8.42,-5.95,5.30,5.10,1,1,0,14.80
4209,0.00,-1.56,14.70,14.36,13.28,194,0.38,835,17.00,1.99,106,0,0.00,8.42,-5.95,5.30,5.10,1,1,0,14.60
4278,0.00,-1.56,14.70,14.36,13.36,194,0.37,839,16.50,1.98,106,0,0.00,8.42,-5.95,5.24,5.49,1,1,0,14.60
4346,0.00,-1.56,14.70,14.36,13.44,194,0.37,840,16.50,1.99,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.60
4416,0.00,-1.56,14.70,14.36,13.12,194,0.37,840,16.50,1.97,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.70
4485,0.00,-1.56,14.70,14.36,13.04,194,0.38,835,17.00,1.96,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.70
4554,0.00,-1.56,14.70,14.36,12.96,194,0.38,835,16.50,1.96,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.70
4623,0.00,-1.56,14.70,14.36,13.04,194,0.38,836,17.00,1.96,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.60
4692,0.00,-1.56,14.70,14.36,13.04,194,0.38,834,17.00,1.96,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.80
4761,0.00,-1.56,14.59,14.36,13.12,194,0.38,830,17.00,1.95,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.80
4829,0.00,-1.56,14.59,14.36,13.28,194,0.38,827,17.00,1.94,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.70
4899,0.00,-1.56,14.59,14.36,13.20,194,0.38,833,17.00,1.93,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.60
4968,0.00,-1.56,14.59,14.36,13.28,194,0.38,834,17.00,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.60
5037,0.00,-1.56,14.59,14.36,13.28,194,0.38,836,17.00,1.95,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.60
5106,0.00,-1.56,14.59,14.36,13.04,194,0.38,838,17.00,1.93,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.60
5175,0.00,-1.56,14.59,14.36,12.96,194,0.38,832,17.00,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.60
5244,0.00,-1.56,14.70,14.36,12.96,194,0.38,835,17.00,1.96,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.50
5313,0.00,-1.56,14.70,14.36,12.96,194,0.38,831,17.00,1.95,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.60
5382,0.00,-1.56,14.70,14.36,12.88,194,0.38,828,17.00,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.60
5451,0.00,-1.56,14.70,14.36,13.04,194,0.38,825,17.00,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
5520,0.00,-1.56,14.70,14.36,13.12,194,0.38,829,17.00,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
5588,0.00,-1.56,14.81,14.36,13.20,194,0.38,820,17.00,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
5658,0.00,-1.56,14.81,14.36,13.20,194,0.38,823,17.00,1.95,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
5728,0.00,-1.56,14.81,14.36,13.28,194,0.38,826,17.00,1.96,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
5795,0.00,-1.56,14.81,14.36,13.12,194,0.38,833,17.00,1.97,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
5865,0.00,-1.56,14.81,14.36,12.96,194,0.38,830,17.00,1.97,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
5934,0.00,-1.56,14.81,14.36,12.96,194,0.38,835,16.50,1.97,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.80
6003,0.00,-1.56,14.81,14.36,12.96,194,0.38,834,16.50,1.96,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.80
6072,0.00,-1.56,14.70,14.36,13.04,194,0.38,836,16.50,1.96,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.80
6141,0.00,-1.56,14.81,14.36,12.96,194,0.37,840,16.50,1.97,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.80
6210,0.00,-1.56,14.70,14.36,13.12,194,0.37,839,16.50,1.97,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.80
6279,0.00,-1.56,14.70,14.36,13.12,194,0.38,836,16.50,1.96,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.80
6348,0.00,-1.56,14.70,14.36,13.28,194,0.37,840,16.50,1.97,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.80
6417,0.00,-1.56,14.70,14.36,13.28,194,0.38,834,16.50,1.96,106,0,0.00,8.42,-5.95,5.27,5.10,1,1,0,14.80
6486,0.00,-1.56,14.70,14.36,13.36,194,0.38,838,16.50,1.97,106,0,0.00,8.42,-5.95,5.27,5.10,1,1,0,14.80
6555,0.00,-1.56,14.70,14.36,13.04,194,0.38,845,16.50,1.96,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.70
6624,0.00,-1.56,14.59,14.36,13.04,194,0.37,846,16.50,1.97,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,15.00
6694,0.00,-1.56,14.70,14.36,12.96,194,0.38,849,16.50,1.97,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.50
6762,0.00,-1.56,14.59,14.36,12.96,194,0.38,843,17.00,1.96,106,0,0.00,8.42,-5.95,5.27,5.10,1,1,0,14.50
6831,0.00,-1.56,14.59,14.36,12.96,194,0.37,848,17.00,1.96,106,0,0.00,8.42,-5.95,5.27,5.10,1,1,0,14.60
6900,0.00,-1.56,14.59,14.36,13.12,194,0.37,846,17.00,1.96,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.50
6969,0.00,-1.56,14.59,14.36,13.12,194,0.37,846,17.00,1.97,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.50
7038,0.00,-1.56,14.59,14.36,13.20,192,0.37,849,17.00,1.99,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.60
7107,0.00,-1.56,14.70,14.36,13.20,192,0.37,839,17.00,1.97,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.70
7177,0.00,-1.56,14.70,14.36,13.20,192,0.37,842,17.00,1.98,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.70
7245,0.00,-1.56,14.70,14.36,13.04,192,0.37,842,17.00,1.98,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.60
7314,0.00,-1.56,14.70,14.36,12.88,192,0.38,836,17.00,1.96,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.60
7383,0.00,-1.56,14.70,14.36,13.04,192,0.37,840,17.00,1.97,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.60
7452,0.00,-1.56,14.59,14.36,12.96,192,0.38,836,17.00,1.96,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.70
7521,0.00,-1.56,14.59,14.36,12.96,192,0.38,828,17.00,1.96,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.60
7590,0.00,-1.56,14.70,14.36,12.96,192,0.38,827,17.00,1.95,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.60
7659,0.00,-1.56,14.70,14.36,13.04,192,0.38,825,17.00,1.96,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.60
7729,0.00,-1.56,14.70,14.36,13.12,192,0.38,822,17.00,1.95,106,0,0.00,8.42,-5.95,5.24,5.10,1,1,0,14.60
7797,0.00,-1.56,14.70,14.36,13.04,192,0.38,824,17.00,1.95,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.60
7866,0.00,-1.56,14.70,14.36,13.12,192,0.38,817,17.00,1.92,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.60
7935,0.00,-1.56,14.70,14.36,13.12,192,0.38,821,17.00,1.93,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.60
8004,0.00,-1.56,14.70,14.36,12.88,192,0.38,820,17.00,1.92,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.80
8074,0.00,-1.56,14.70,14.36,12.88,192,0.38,821,17.00,1.93,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.80
8142,0.00,-1.56,14.70,14.36,12.96,192,0.38,818,17.00,1.92,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.60
8211,0.00,-1.56,14.70,14.36,12.88,192,0.38,830,17.00,1.93,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
8280,0.00,-1.56,14.70,14.36,12.96,192,0.38,834,17.00,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
8349,0.00,-1.56,14.70,14.36,12.96,192,0.38,828,17.00,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
8418,0.00,-1.56,14.70,14.36,13.04,192,0.38,833,17.00,1.93,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.80
8487,0.00,-1.56,14.70,14.36,13.04,192,0.38,833,17.00,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.80
8556,0.00,-1.56,14.70,14.36,13.12,192,0.38,840,17.00,1.97,106,0,0.00,8.56,-5.80,5.27,5.10,1,1,0,14.80
8625,0.00,-1.56,14.70,14.36,13.12,192,0.37,840,17.00,1.97,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.80
8695,0.00,-1.56,14.70,14.36,12.88,192,0.37,844,17.00,1.98,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.80
8763,0.00,-1.56,14.70,14.36,12.96,192,0.38,833,17.00,1.95,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.80
8832,0.00,-1.56,14.70,14.36,12.88,192,0.38,836,17.00,1.96,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
8902,0.00,-1.56,14.70,14.36,12.96,192,0.38,838,17.00,1.97,106,0,0.00,8.56,-5.80,5.27,5.10,1,1,0,14.70
8970,0.00,-1.56,14.70,14.36,12.88,192,0.38,828,17.00,1.96,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.70
9039,0.00,-1.56,14.70,14.36,12.96,192,0.38,819,17.00,1.95,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.70
9108,0.00,-1.56,14.70,14.36,12.96,192,0.38,824,17.00,1.95,106,0,0.00,8.56,-5.80,5.27,5.10,1,1,0,14.70
9177,0.00,-1.56,14.70,14.36,13.04,192,0.38,821,17.00,1.95,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
9246,0.00,-1.56,14.70,14.36,13.04,192,0.38,828,17.00,1.96,106,0,0.00,8.56,-5.80,5.24,5.49,1,1,0,14.70
9315,0.00,-1.56,14.70,14.36,13.04,192,0.38,827,17.00,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
9384,0.00,-1.56,14.70,14.36,12.96,192,0.38,828,17.00,1.94,106,0,0.00,8.56,-5.80,5.27,5.10,1,1,0,14.70
9454,0.00,-1.56,14.70,14.36,12.80,192,0.38,827,17.00,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.60
9522,0.00,-1.56,14.70,14.36,12.88,192,0.38,827,17.00,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.60
9592,0.00,-1.56,14.70,14.36,12.88,192,0.38,826,17.00,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
9660,0.00,-1.56,14.70,14.36,12.96,192,0.38,828,17.00,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
9729,0.00,-1.56,14.70,14.36,12.88,192,0.38,835,17.00,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
9798,0.00,-1.56,14.70,14.36,13.04,192,0.38,833,17.00,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
9867,0.00,-1.56,14.70,14.36,13.04,192,0.38,836,17.00,1.93,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
9936,0.00,-1.56,14.70,14.36,13.04,192,0.37,835,17.00,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
10005,0.00,-1.56,14.70,14.36,12.96,192,0.38,833,17.00,1.93,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
10074,0.00,-1.56,14.70,14.36,13.04,192,0.38,832,17.00,1.95,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
10143,0.00,-1.56,14.70,14.36,12.80,192,0.38,833,17.00,1.95,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.60
10213,0.00,-1.56,14.70,14.36,12.80,192,0.38,832,17.00,1.95,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
10282,0.00,-1.56,14.70,14.36,12.80,192,0.38,832,17.00,1.95,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
10351,0.00,-1.56,14.70,14.36,12.88,192,0.38,832,17.00,1.95,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
10419,0.00,-1.56,14.70,14.36,12.88,192,0.38,834,17.00,1.96,106,0,0.00,8.56,-5.80,5.27,5.10,1,1,0,14.40
10488,0.00,-1.56,14.70,14.36,12.96,192,0.38,819,17.00,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
10557,0.00,-1.56,14.70,14.36,13.04,192,0.38,824,17.00,1.95,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
10626,0.00,-1.56,14.70,14.36,12.96,192,0.38,826,17.00,1.95,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
10695,0.00,-1.56,14.70,14.36,13.04,192,0.38,824,17.00,1.95,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.80
10764,0.00,-1.56,14.70,14.36,12.96,192,0.38,822,17.00,1.93,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.80
10834,0.00,-1.56,14.70,14.36,12.88,192,0.38,821,17.00,1.93,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
10903,0.00,-1.56,14.70,14.36,12.72,192,0.38,821,17.00,1.93,106,0,0.00,8.56,-5.80,5.27,5.10,1,1,0,14.80
10972,0.00,-1.56,14.70,14.36,12.80,192,0.38,823,17.00,1.93,106,0,0.00,8.56,-5.80,5.27,5.10,1,1,0,14.80
11040,0.00,-1.56,14.70,14.36,12.80,192,0.38,823,17.00,1.93,106,0,0.00,8.56,-5.80,5.30,5.10,1,1,0,14.70
11109,0.00,-1.56,14.70,14.36,12.88,192,0.38,823,17.00,1.93,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
11178,0.00,-1.56,14.70,14.36,12.96,192,0.38,835,17.00,1.95,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
11250,0.00,-1.56,14.70,14.36,12.96,192,0.38,838,16.50,1.94,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
11316,0.00,-1.56,14.70,14.36,12.96,192,0.38,834,17.00,1.93,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
11385,0.00,-1.56,14.70,14.36,12.96,192,0.38,833,17.00,1.93,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
11454,0.00,-1.56,14.70,14.36,12.96,192,0.38,834,17.00,1.94,106,0,0.00,8.56,-5.80,5.24,5.49,1,1,0,14.70
11523,0.00,-1.56,14.70,14.36,12.96,192,0.38,836,17.00,1.96,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
11592,0.00,-1.56,14.70,14.36,12.88,192,0.38,836,17.00,1.96,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,15.10
11662,0.00,-1.56,14.70,14.36,12.72,192,0.38,834,17.00,1.96,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,15.10
11731,0.00,-1.56,14.70,14.36,12.80,192,0.38,837,17.00,1.96,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
11800,0.00,-1.56,14.70,14.36,12.80,192,0.38,836,17.00,1.96,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
11869,0.00,-1.56,14.70,14.36,12.88,192,0.38,834,17.00,1.96,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
11938,0.00,-1.56,14.70,14.36,12.96,192,0.38,825,17.00,1.96,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.60
12007,0.00,-1.56,14.70,14.36,12.88,192,0.38,826,17.00,1.95,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
12075,0.00,-1.56,14.70,14.36,12.96,192,0.38,821,17.00,1.95,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
12145,0.00,-1.56,14.70,14.36,12.96,192,0.38,827,17.00,1.95,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.80
12214,0.00,-1.56,14.70,14.36,12.96,192,0.38,825,17.00,1.96,106,0,0.00,8.56,-5.80,5.24,5.10,1,1,0,14.70
