Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Learning Airflow Range (Current)* (offset),Atmospheric Pressure (psi),Battery Voltage (V),CL/OL Fueling* (status),Closed Loop Fueling Target (4-byte)* (estimated AFR),Coolant Temperature (F),Engine Load (4-Byte)* (g/rev),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Final Fueling Base (4-byte)* (lambda),Gear (Calculated)* (position),IAM (4-byte)* (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Intake VVT Advance Angle Right (degrees),Knock Correction Advance (degrees),Knock Sum* (count),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Throttle Opening Angle (%),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
1040,7.81,0.78,2,14.36,13.92,8,14.63,118,0.37,0.37,1358,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.56,8.27,8.63,14.60
1144,7.81,0.78,2,14.36,14.00,8,14.63,118,0.37,0.37,1356,0.00,0.98,0,0.5000,16.50,90,0,0.00,0,8.56,8.39,8.63,14.50
1248,7.81,0.78,2,14.36,13.92,8,14.63,118,0.37,0.37,1374,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.39,8.63,14.40
1353,7.81,0.78,2,14.36,14.00,8,14.63,118,0.37,0.38,1367,0.00,0.98,0,0.5000,16.50,90,0,0.00,0,8.42,8.47,8.63,14.50
1456,7.81,0.78,2,14.36,14.08,8,14.63,120,0.37,0.37,1346,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.56,8.43,8.63,14.50
1560,7.81,0.78,2,14.36,14.00,8,14.63,120,0.37,0.37,1362,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.39,8.63,14.60
1664,7.81,0.78,2,14.36,14.00,8,14.63,120,0.37,0.38,1366,0.00,0.98,0,0.5000,16.50,90,0,0.00,0,8.42,8.47,8.24,14.60
1768,7.81,0.78,2,14.36,14.00,8,14.63,120,0.37,0.37,1358,0.00,0.98,0,0.5000,16.50,90,0,0.00,0,8.42,8.47,8.63,14.50
1872,7.81,0.78,2,14.36,14.00,8,14.63,120,0.37,0.37,1365,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.35,8.63,14.60
1976,7.81,0.78,2,14.36,14.08,8,14.63,120,0.37,0.36,1356,0.00,0.98,0,0.5000,16.50,90,0,0.00,0,8.42,8.23,8.24,14.60
2080,7.81,0.78,2,14.36,14.00,8,14.63,120,0.37,0.37,1352,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.31,8.24,14.50
2184,7.81,0.78,2,14.36,14.08,8,14.63,120,0.37,0.36,1370,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.27,8.63,14.50
2288,7.03,0.78,2,14.36,14.00,8,14.63,120,0.37,0.36,1348,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.23,8.24,14.50
2392,7.03,0.78,2,14.36,14.00,8,14.63,120,0.37,0.37,1352,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.35,8.63,14.50
2495,7.03,0.78,2,14.36,14.08,8,14.63,120,0.36,0.36,1360,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.19,8.24,14.50
2600,7.81,0.78,2,14.36,14.08,8,14.63,120,0.37,0.37,1340,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.39,8.24,14.60
2704,7.81,0.78,2,14.36,14.00,8,14.63,120,0.37,0.37,1338,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.31,8.24,14.60
2808,7.81,0.78,2,14.36,14.00,8,14.63,120,0.37,0.38,1340,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.39,8.24,14.70
2912,7.81,0.78,2,14.36,14.00,8,14.63,120,0.37,0.38,1312,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.39,8.24,14.70
3016,7.81,0.78,2,14.36,14.00,8,14.63,120,0.37,0.36,1330,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.07,8.24,14.60
3120,7.81,0.78,2,14.36,14.00,8,14.63,120,0.37,0.37,1333,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.23,8.24,14.50
3224,7.03,0.78,2,14.36,14.08,8,14.63,120,0.37,0.38,1310,0.00,0.98,0,0.5000,17.50,90,0,0.00,0,8.56,8.27,8.24,14.50
3328,7.03,0.78,2,14.36,14.08,8,14.63,120,0.37,0.38,1318,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.56,8.31,8.24,14.50
3432,7.81,0.78,2,14.36,14.00,8,14.63,120,0.37,0.37,1340,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.56,8.19,8.24,14.60
3537,7.81,0.78,2,14.36,14.08,8,14.63,120,0.37,0.37,1344,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.23,8.24,14.60
3640,7.81,0.78,2,14.36,14.00,8,14.63,120,0.37,0.37,1331,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.23,8.24,14.60
3745,7.81,0.78,2,14.36,14.16,8,14.63,120,0.37,0.37,1332,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.27,8.24,14.80
3848,7.81,0.78,2,14.36,14.00,8,14.63,120,0.37,0.37,1346,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.19,8.24,14.70
3953,7.81,0.78,2,14.36,14.00,8,14.63,120,0.37,0.36,1330,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.11,8.24,14.70
4057,7.81,0.78,2,14.36,14.00,8,14.63,120,0.37,0.37,1346,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.15,8.24,14.70
4160,7.81,0.78,2,14.36,14.08,8,14.63,120,0.37,0.37,1346,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.31,8.24,14.60
4265,7.81,0.78,2,14.36,14.08,8,14.63,120,0.37,0.36,1331,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.15,8.24,14.50
4368,7.81,0.78,2,14.36,14.08,8,14.63,120,0.37,0.37,1324,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.27,8.24,14.50
4473,7.81,0.78,2,14.36,13.92,8,14.63,120,0.37,0.37,1337,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.15,8.24,14.80
4576,7.81,0.78,2,14.36,14.00,8,14.63,120,0.37,0.37,1328,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.31,8.24,14.70
4680,7.81,0.78,2,14.36,14.00,8,14.63,120,0.37,0.37,1326,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.23,8.24,14.70
4784,7.81,0.78,2,14.36,14.00,8,14.63,120,0.37,0.37,1347,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.15,8.24,14.70
4888,7.81,0.78,2,14.36,14.08,8,14.63,120,0.36,0.36,1336,0.00,0.98,0,0.5000,16.50,90,0,0.00,0,8.42,8.07,8.24,14.80
4992,7.81,0.78,2,14.36,14.00,8,14.63,120,0.36,0.36,1344,0.00,0.98,0,0.5000,16.50,90,0,0.00,0,8.42,8.11,8.24,14.70
5096,7.81,0.78,2,14.36,14.00,8,14.63,120,0.36,0.36,1337,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.03,8.24,14.70
5200,7.81,0.78,2,14.36,14.08,8,14.63,120,0.36,0.37,1325,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.11,8.24,14.60
5305,7.81,0.78,2,14.36,13.92,8,14.63,120,0.37,0.37,1316,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.15,8.24,14.50
5409,7.81,0.78,2,14.36,14.08,8,14.63,120,0.37,0.36,1317,0.00,0.98,0,0.5000,17.50,90,0,0.00,0,8.42,7.96,8.24,14.60
5512,7.81,0.78,2,14.36,14.00,8,14.63,120,0.37,0.37,1321,0.00,0.98,0,0.5000,17.50,90,0,0.00,0,8.42,8.07,8.24,14.50
5617,7.81,0.78,2,14.36,14.00,8,14.63,120,0.37,0.36,1311,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.00,8.24,14.50
5721,8.59,0.78,2,14.36,14.00,8,14.63,120,0.37,0.37,1311,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.11,8.24,14.40
5825,8.59,0.78,2,14.36,14.00,8,14.63,120,0.37,0.37,1318,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.07,8.24,14.70
5929,8.59,0.78,2,14.36,14.00,8,14.63,120,0.37,0.37,1322,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.11,8.24,14.70
6033,8.59,0.78,2,14.36,14.08,8,14.63,120,0.37,0.37,1306,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.19,8.24,14.70
6136,8.59,0.78,2,14.36,14.00,8,14.63,120,0.37,0.37,1300,0.00,0.98,0,0.5000,17.50,90,0,0.00,0,8.42,8.07,8.24,14.70
6241,8.59,0.78,2,14.36,14.00,8,14.63,122,0.37,0.37,1314,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.03,8.24,14.70
6345,8.59,0.78,2,14.36,14.00,8,14.63,122,0.37,0.37,1306,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.03,8.24,14.80
6449,8.59,0.78,2,14.36,14.08,8,14.63,122,0.36,0.35,1312,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,7.76,8.24,14.50
6553,8.59,0.78,2,14.36,14.00,8,14.63,122,0.36,0.36,1316,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,7.76,8.24,14.60
6656,8.59,0.78,2,14.36,14.00,8,14.63,122,0.37,0.37,1301,0.00,0.98,0,0.5000,17.50,90,0,0.00,0,8.42,8.07,8.24,14.60
6761,8.59,0.78,2,14.36,14.00,8,14.63,122,0.37,0.38,1300,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.15,8.24,14.60
6865,8.59,0.78,2,14.36,14.00,8,14.63,122,0.37,0.37,1306,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,7.96,8.24,14.70
6969,8.59,0.78,2,14.36,14.08,8,14.63,122,0.37,0.36,1326,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,7.96,8.24,14.70
7072,8.59,0.78,2,14.36,14.08,8,14.63,122,0.37,0.37,1325,0.00,0.98,0,0.5000,16.50,90,0,0.00,0,8.42,8.03,8.24,14.80
7177,9.38,0.78,2,14.36,14.00,8,14.63,122,0.37,0.37,1315,0.00,0.98,0,0.5000,16.50,90,0,0.00,0,8.42,8.11,8.24,14.60
7281,9.38,0.78,2,14.36,14.00,8,14.63,122,0.37,0.36,1299,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,7.96,8.24,14.70
7385,9.38,0.78,2,14.36,14.00,8,14.63,122,0.37,0.37,1322,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.15,8.24,14.80
7489,9.38,0.78,2,14.36,14.08,8,14.63,122,0.37,0.37,1302,0.00,0.98,0,0.5000,16.50,90,0,0.00,0,8.42,8.11,8.24,14.70
7593,9.38,0.78,2,14.36,14.08,8,14.63,122,0.37,0.37,1319,0.00,0.98,0,0.5000,16.50,90,0,0.00,0,8.42,8.03,8.24,14.80
7697,9.38,0.78,2,14.36,13.92,8,14.63,122,0.37,0.37,1316,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.07,8.24,14.70
7801,9.38,0.78,2,14.36,13.68,8,14.63,122,0.36,0.37,1328,0.00,0.98,0,0.5000,16.50,90,0,0.00,0,8.42,8.07,8.24,14.70
7905,9.38,0.78,2,14.36,14.08,8,14.63,122,0.36,0.36,1315,0.00,0.98,0,0.5000,16.50,90,0,0.00,0,8.42,7.84,8.24,14.50
8009,9.38,0.78,2,14.36,14.00,8,14.63,122,0.36,0.36,1309,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,7.96,8.24,14.40
8112,9.38,0.78,2,14.36,13.92,8,14.63,122,0.36,0.36,1320,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,7.84,8.24,14.60
8216,9.38,0.78,2,14.36,14.00,8,14.63,122,0.36,0.36,1308,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,7.76,8.24,14.50
8321,9.38,0.78,2,14.36,13.92,8,14.63,122,0.35,0.34,1314,0.00,0.98,0,0.5000,16.50,90,0,0.00,0,8.42,7.80,8.24,14.60
8425,9.38,0.78,2,14.36,14.00,8,14.63,122,0.36,0.36,1320,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,7.84,8.24,14.60
8529,10.16,0.78,2,14.36,13.92,8,14.63,122,0.36,0.37,1309,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.00,8.24,15.10
8633,10.16,0.78,2,14.36,14.08,8,14.63,122,0.37,0.37,1297,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.11,8.24,14.80
8737,10.16,0.78,2,14.36,14.08,8,14.63,122,0.37,0.37,1296,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,7.96,8.24,14.80
8841,10.16,0.78,2,14.36,14.00,8,14.63,122,0.37,0.36,1317,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,7.80,8.24,15.00
8945,10.16,0.78,2,14.36,14.00,8,14.63,122,0.37,0.37,1313,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.07,8.24,14.70
9049,10.16,0.78,2,14.36,14.00,8,14.63,122,0.37,0.37,1305,0.00,0.98,0,0.5000,16.50,90,0,0.00,0,8.42,8.11,8.24,14.40
9153,10.16,0.78,2,14.36,14.08,8,14.63,122,0.36,0.35,1312,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,7.80,8.24,14.60
9258,10.16,0.78,2,14.36,14.08,8,14.63,122,0.36,0.36,1324,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.00,8.24,14.40
9361,10.16,0.78,2,14.36,14.00,8,14.63,122,0.36,0.36,1316,0.00,0.98,0,0.5000,16.50,90,0,0.00,0,8.27,7.92,8.24,14.60
9465,10.16,0.78,2,14.36,14.00,8,14.63,122,0.36,0.36,1320,0.00,0.98,0,0.5000,16.50,90,0,0.00,0,8.27,7.96,8.24,14.60
9569,10.16,0.78,2,14.36,14.00,8,14.63,122,0.37,0.36,1326,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.27,8.00,8.24,14.60
9673,10.16,0.78,2,14.36,14.00,8,14.63,122,0.37,0.38,1313,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.23,8.24,14.50
9777,10.16,0.78,2,14.36,14.08,8,14.63,122,0.37,0.36,1314,0.00,0.98,0,0.5000,16.50,90,0,0.00,0,8.42,7.96,8.24,14.50
9881,9.38,0.78,2,14.36,14.00,8,14.63,122,0.37,0.36,1307,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.42,8.00,8.24,14.50
9985,9.38,0.78,2,14.36,13.92,8,14.63,122,0.37,0.37,1316,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.27,8.11,8.24,14.50
10089,9.38,0.78,2,14.36,14.00,8,14.63,122,0.37,0.37,1307,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.27,8.11,8.24,14.50
10193,9.38,0.78,2,14.36,14.00,8,14.63,122,0.37,0.36,1308,0.00,0.98,0,0.5000,16.50,90,0,0.00,0,8.27,8.07,8.24,14.50
10297,9.38,0.78,2,14.36,14.08,8,14.63,122,0.36,0.36,1314,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.27,7.84,8.24,14.50
10401,8.59,0.78,2,14.36,14.00,8,14.63,122,0.36,0.36,1322,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.27,7.84,8.24,14.50
10505,8.59,0.78,2,14.36,14.00,8,14.63,122,0.36,0.36,1308,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.27,7.80,8.24,14.40
10608,8.59,0.78,2,14.36,13.92,8,14.63,122,0.36,0.35,1316,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.27,7.72,8.24,14.40
10713,9.38,0.78,2,14.36,14.00,8,14.63,122,0.36,0.36,1326,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.27,7.84,8.24,14.50
10817,9.38,0.78,2,14.36,14.08,8,14.63,122,0.36,0.36,1318,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.27,7.84,8.24,14.50
10921,9.38,0.78,2,14.36,14.00,8,14.63,124,0.36,0.36,1301,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.27,8.00,8.24,14.50
11026,9.38,0.78,2,14.36,14.00,8,14.63,124,0.36,0.36,1316,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.27,8.00,8.24,14.60
11129,9.38,0.78,2,14.36,14.08,8,14.63,124,0.36,0.37,1319,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.27,8.00,8.24,14.60
11233,9.38,0.78,2,14.36,14.00,8,14.63,124,0.37,0.37,1296,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.27,8.00,8.24,14.60
11337,9.38,0.78,2,14.36,14.00,8,14.63,124,0.37,0.36,1304,0.00,0.98,0,0.5000,17.00,90,0,0.00,0,8.27,8.00,8.24,15.10
11442,9.38,0.78,2,14.36,14.08,8,14.63,124,0.36,0.36,1312,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.27,7.84,8.24,14.60
11545,9.38,0.78,2,14.36,14.00,8,14.63,124,0.36,0.36,1310,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.27,7.88,8.24,14.60
11649,8.59,0.78,2,14.36,14.08,8,14.63,124,0.36,0.35,1301,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.27,7.76,8.24,14.60
11753,8.59,0.78,2,14.36,13.84,8,14.63,124,0.36,0.36,1296,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.27,7.92,8.24,14.40
11857,8.59,0.78,2,14.36,14.00,8,14.63,124,0.36,0.37,1296,0.00,0.98,0,0.5000,18.00,91,0,0.00,0,8.42,7.84,8.24,14.50
11961,8.59,0.78,2,14.36,14.00,8,14.63,124,0.36,0.36,1303,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.42,7.76,8.24,14.60
12065,8.59,0.78,2,14.36,14.08,8,14.64,124,0.36,0.36,1282,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.42,7.80,8.24,14.50
12169,8.59,0.78,2,14.36,14.08,8,14.64,124,0.36,0.35,1280,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.42,7.48,8.24,14.50
12273,8.59,0.78,2,14.36,14.00,8,14.64,124,0.36,0.37,1283,0.00,0.98,0,0.5000,17.50,91,0,0.00,0,8.42,7.80,8.24,14.60
12379,8.59,0.78,2,14.36,13.92,8,14.63,124,0.37,0.37,1290,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.42,7.92,8.24,14.60
12481,9.38,0.78,2,14.36,14.00,8,14.64,124,0.37,0.37,1267,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.42,7.72,8.24,14.50
12585,9.38,0.78,2,14.36,14.00,8,14.64,124,0.37,0.37,1276,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.42,7.84,8.24,14.50
12690,9.38,0.78,2,14.36,14.00,8,14.64,124,0.36,0.36,1284,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.42,7.72,8.24,14.80
12793,9.38,0.78,2,14.36,14.00,8,14.63,124,0.36,0.35,1305,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.42,7.64,8.24,14.80
12897,9.38,0.78,2,14.36,14.00,8,14.63,124,0.36,0.36,1302,0.00,0.98,0,0.5000,16.50,91,0,0.00,0,8.42,7.76,8.24,14.70
13001,9.38,0.78,2,14.36,14.08,8,14.63,124,0.36,0.36,1297,0.00,0.98,0,0.5000,16.50,91,0,0.00,0,8.42,7.88,8.24,14.70
13105,9.38,0.78,2,14.36,14.00,8,14.63,124,0.36,0.36,1293,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.27,7.88,8.24,14.90
13209,9.38,0.78,2,14.36,14.08,8,14.63,124,0.36,0.36,1311,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.27,7.76,8.24,14.80
13313,9.38,0.78,2,14.36,14.00,8,14.63,124,0.36,0.24,1306,0.00,0.98,0,0.5000,16.50,91,0,0.00,0,8.27,7.72,8.24,14.80
13417,10.16,0.78,2,14.36,14.00,8,14.64,124,0.36,0.36,1284,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.27,7.76,8.24,14.70
13521,10.16,0.78,2,14.36,14.00,8,14.64,124,0.36,0.36,1280,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.42,7.84,8.24,14.70
13625,10.16,0.78,2,14.36,14.00,8,14.63,124,0.37,0.38,1286,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.42,8.00,8.24,14.70
13730,9.38,0.78,2,14.36,13.92,8,14.63,124,0.37,0.37,1287,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.42,7.84,8.24,14.60
13834,9.38,0.78,2,14.36,14.00,8,14.64,124,0.37,0.37,1283,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.42,7.96,8.24,14.70
13937,9.38,0.78,2,14.36,13.92,8,14.64,124,0.37,0.37,1285,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.42,8.00,8.24,14.60
14041,9.38,0.78,2,14.36,14.00,8,14.63,124,0.37,0.36,1300,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.42,7.84,8.24,14.50
14146,9.38,0.78,2,14.36,13.92,8,14.63,124,0.36,0.37,1314,0.00,0.98,0,0.5000,16.50,91,0,0.00,0,8.27,7.92,8.24,14.50
14249,9.38,0.78,2,14.36,14.08,8,14.63,124,0.36,0.36,1288,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.27,7.80,8.24,14.50
14353,9.38,0.78,2,14.36,14.00,8,14.63,124,0.36,0.36,1290,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.27,7.72,8.24,14.40
14457,9.38,0.78,2,14.36,13.92,8,14.63,124,0.36,0.36,1298,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.27,7.68,8.24,14.50
14561,9.38,0.78,2,14.36,14.08,8,14.64,124,0.36,0.36,1280,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.27,7.48,8.24,14.50
14665,9.38,0.78,2,14.36,14.08,8,14.64,124,0.36,0.36,1272,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.42,7.64,8.24,14.40
14769,9.38,0.78,2,14.36,13.84,8,14.64,124,0.36,0.36,1260,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.42,7.52,8.24,14.60
14875,9.38,0.78,2,14.36,14.00,8,14.64,124,0.36,0.35,1265,0.00,0.98,0,0.5000,17.50,91,0,0.00,0,8.42,7.52,8.24,14.50
14977,9.38,0.78,2,14.36,14.00,8,14.64,124,0.36,0.37,1270,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.42,7.72,8.24,14.50
15082,9.38,0.78,2,14.36,14.00,8,14.64,124,0.36,0.37,1275,0.00,0.98,0,0.5000,17.50,91,0,0.00,0,8.42,7.80,8.24,14.60
15186,9.38,0.78,2,14.36,14.08,8,14.64,124,0.37,0.37,1266,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.42,7.80,8.24,14.60
15289,9.38,0.78,2,14.36,14.00,8,14.64,124,0.37,0.37,1262,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.56,7.64,8.24,14.70
15393,9.38,0.78,2,14.36,14.00,8,14.64,124,0.37,0.24,1251,0.00,0.98,0,0.5000,17.50,91,0,0.00,0,8.56,7.68,8.24,14.80
15497,9.38,0.78,2,14.36,14.00,8,14.64,124,0.37,0.37,1256,0.00,0.98,0,0.5000,17.50,91,0,0.00,0,8.56,7.76,8.24,14.80
15601,10.16,0.78,2,14.36,14.00,8,14.64,124,0.37,0.37,1257,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.56,7.76,8.24,14.70
15706,10.16,0.78,2,14.36,13.92,8,14.64,124,0.36,0.36,1268,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.56,7.56,8.24,14.70
15809,10.16,0.78,2,14.36,14.08,8,14.64,124,0.36,0.37,1259,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.56,7.76,8.24,14.70
15913,10.16,0.78,2,14.36,14.00,8,14.64,126,0.36,0.36,1266,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.56,7.56,8.24,14.70
16017,10.16,0.78,2,14.36,14.00,8,14.63,126,0.36,0.37,1287,0.00,0.98,0,0.5000,17.00,91,0,0.00,0,8.56,7.80,8.24,14.70
