Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Learning Airflow Range (Current)* (offset),Atmospheric Pressure (psi),Battery Voltage (V),CL/OL Fueling* (status),Closed Loop Fueling Target (4-byte)* (estimated AFR),Coolant Temperature (F),Engine Load (4-Byte)* (g/rev),Engine Load (Calculated) (g/rev),Engine Speed (rpm),Feedback Knock Correction (4-byte)* (degrees),Final Fueling Base (4-byte)* (lambda),Gear (Calculated)* (position),IAM (4-byte)* (multiplier),Ignition Total Timing (degrees),Intake Air Temperature (F),Intake VVT Advance Angle Right (degrees),Knock Correction Advance (degrees),Knock Sum* (count),Manifold Absolute Pressure (psi),Mass Airflow (g/s),Throttle Opening Angle (%),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
5411,1.56,0.00,2,14.51,14.00,8,14.62,109,0.35,0.36,1448,0.00,0.97,0,0.5000,17.00,86,4,0.00,0,7.84,8.50,8.24,14.60
5515,1.56,0.00,2,14.51,14.00,8,14.62,109,0.35,0.36,1449,0.00,0.97,0,0.5000,17.00,86,4,0.00,0,7.84,8.65,8.24,14.60
5619,1.56,0.00,2,14.51,13.92,8,14.62,109,0.36,0.35,1438,0.00,0.97,0,0.5000,17.50,86,4,0.00,0,7.84,8.50,8.24,14.60
5723,1.56,0.00,2,14.51,13.92,8,14.62,109,0.35,0.35,1462,0.00,0.97,0,0.5000,17.00,86,4,0.00,0,7.84,8.50,8.24,14.50
5827,1.56,0.00,2,14.51,14.08,8,14.62,109,0.35,0.35,1452,0.00,0.97,0,0.5000,17.00,86,4,0.00,0,7.84,8.50,8.24,14.60
5931,1.56,0.00,2,14.51,14.00,8,14.62,109,0.35,0.35,1438,0.00,0.97,0,0.5000,17.50,86,4,0.00,0,7.84,8.50,8.24,14.60
6035,1.56,0.00,2,14.51,14.00,8,14.62,109,0.35,0.35,1428,0.00,0.97,0,0.5000,18.00,86,4,0.00,0,7.84,8.35,8.24,14.60
6139,1.56,0.00,2,14.51,14.00,8,14.62,109,0.35,0.37,1432,0.00,0.97,0,0.5000,17.00,86,4,0.00,0,7.84,8.60,8.24,14.50
6243,1.56,0.00,2,14.51,14.00,8,14.62,109,0.36,0.36,1421,0.00,0.97,0,0.5000,17.50,86,4,0.00,0,7.84,8.65,8.24,14.70
6347,1.56,0.00,2,14.51,14.08,8,14.63,109,0.36,0.36,1438,0.00,0.97,0,0.5000,17.00,86,4,0.00,0,7.84,8.75,8.24,14.80
6451,1.56,0.00,2,14.51,14.08,8,14.62,109,0.36,0.36,1422,0.00,0.97,0,0.5000,17.00,86,4,0.00,0,7.98,8.55,8.24,14.70
6555,2.34,0.00,2,14.51,14.08,8,14.62,109,0.36,0.36,1438,0.00,0.97,0,0.5000,17.00,86,4,0.00,0,7.98,8.75,8.63,14.80
6659,2.34,0.00,2,14.51,14.00,8,14.62,109,0.36,0.36,1429,0.00,0.97,0,0.5000,17.00,86,4,0.00,0,7.98,8.50,8.63,14.80
6763,2.34,0.00,2,14.51,14.00,8,14.62,109,0.36,0.36,1442,0.00,0.97,0,0.5000,17.00,86,4,0.00,0,7.98,8.50,8.63,14.70
6867,2.34,0.00,2,14.51,14.00,8,14.62,109,0.36,0.36,1436,0.00,0.97,0,0.5000,17.00,86,4,0.00,0,7.98,8.70,8.63,14.80
6971,2.34,0.00,2,14.51,14.08,8,14.62,109,0.36,0.36,1455,0.00,0.97,0,0.5000,16.50,86,4,0.00,0,7.98,8.60,8.63,14.70
7075,2.34,0.00,2,14.51,14.00,8,14.62,109,0.36,0.35,1458,0.00,0.97,0,0.5000,16.50,86,4,0.00,0,7.84,8.60,8.63,14.70
7179,2.34,0.00,2,14.51,14.00,8,14.62,109,0.35,0.35,1458,0.00,0.97,0,0.5000,16.50,86,4,0.00,0,7.84,8.45,8.24,14.60
7283,2.34,0.00,2,14.51,14.00,8,14.62,109,0.35,0.36,1444,0.00,0.97,0,0.5000,17.00,86,4,0.00,0,7.84,8.55,8.63,14.80
7387,2.34,0.00,2,14.51,14.00,8,14.62,109,0.36,0.37,1436,0.00,0.97,0,0.5000,17.00,86,4,0.00,0,7.98,8.65,8.24,14.80
7491,2.34,0.00,2,14.51,14.00,8,14.62,109,0.36,0.36,1430,0.00,0.97,0,0.5000,17.00,86,4,0.00,0,7.98,8.65,8.24,14.80
7595,2.34,0.00,2,14.51,14.00,8,14.62,109,0.36,0.36,1442,0.00,0.97,0,0.5000,17.00,86,4,0.00,0,7.98,8.55,8.24,14.80
7699,2.34,0.00,2,14.51,14.08,8,14.62,109,0.36,0.37,1419,0.00,0.97,0,0.5000,17.00,86,4,0.00,0,7.98,8.70,8.63,14.80
7803,2.34,0.00,2,14.51,13.92,8,14.63,109,0.36,0.37,1418,0.00,0.97,0,0.5000,17.50,86,4,0.00,0,7.98,8.65,8.24,14.70
7908,3.12,0.00,2,14.51,14.00,8,14.62,109,0.37,0.35,1425,0.00,0.97,0,0.5000,17.00,86,4,0.00,0,7.98,8.60,8.63,14.70
8011,3.12,0.00,2,14.51,14.08,8,14.62,109,0.36,0.36,1430,0.00,0.97,0,0.5000,16.50,86,4,0.00,0,7.98,8.60,8.24,14.80
8115,3.12,0.00,2,14.51,14.00,8,14.62,109,0.36,0.36,1450,0.00,0.97,0,0.5000,17.00,86,4,0.00,0,7.98,8.85,8.63,14.70
8219,3.12,0.00,2,14.51,14.08,8,14.62,109,0.36,0.36,1431,0.00,0.97,0,0.5000,16.50,86,4,0.00,0,7.98,8.55,8.24,14.70
8323,3.12,0.00,2,14.51,14.00,8,14.62,109,0.36,0.36,1446,0.00,0.97,0,0.5000,17.00,86,4,0.00,0,7.98,8.45,8.63,14.80
8427,3.12,0.00,2,14.51,14.00,8,14.62,109,0.36,0.35,1440,0.00,0.97,0,0.5000,16.50,86,4,0.00,0,7.98,8.65,8.63,14.80
8531,3.12,0.00,2,14.51,14.08,8,14.62,109,0.36,0.35,1462,0.00,0.97,0,0.5000,16.50,86,4,0.00,0,7.98,8.65,8.63,14.60
8635,3.12,0.00,2,14.51,14.00,8,14.62,109,0.36,0.37,1456,0.00,0.97,0,0.5000,16.50,86,4,0.00,0,7.98,8.80,8.63,14.50
8740,3.12,0.00,2,14.51,14.08,8,14.62,109,0.36,0.36,1454,0.00,0.97,0,0.5000,16.50,86,4,0.00,0,7.84,8.80,8.63,14.50
8843,3.12,0.00,2,14.51,14.08,8,14.62,109,0.36,0.36,1412,0.00,0.97,0,0.5000,16.50,86,4,0.00,0,7.84,8.80,8.63,14.70
8947,3.12,0.00,2,14.51,14.00,8,14.62,109,0.36,0.36,1461,0.00,0.97,0,0.5000,16.50,86,4,0.00,0,7.84,8.70,8.63,14.80
9051,2.34,0.00,2,14.51,14.00,8,14.62,109,0.36,0.34,1471,0.00,0.97,0,0.5000,16.50,86,4,0.00,0,7.84,8.30,8.24,14.60
9155,2.34,0.00,2,14.51,14.00,8,14.62,109,0.35,0.34,1528,0.00,0.97,0,0.5000,16.50,86,4,0.00,0,7.84,8.45,8.24,14.50
9259,2.34,0.00,2,14.51,14.08,8,14.62,109,0.35,0.36,1480,0.00,0.97,0,0.5000,16.50,86,4,0.00,0,7.84,8.75,8.24,14.50
9363,2.34,0.00,2,14.51,14.08,8,14.62,111,0.35,0.35,1467,0.00,0.97,0,0.5000,16.50,86,4,0.00,0,7.84,8.40,8.24,14.60
9467,2.34,0.00,2,14.51,13.92,8,14.62,111,0.35,0.36,1470,0.00,0.97,0,0.5000,17.00,86,4,0.00,0,7.84,8.70,8.24,14.50
9571,2.34,0.00,2,14.51,13.92,8,14.62,111,0.35,0.36,1448,0.00,0.97,0,0.5000,17.00,86,4,0.00,0,7.84,8.65,8.24,14.50
9675,2.34,0.00,2,14.51,14.00,8,14.62,111,0.36,0.35,1466,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.84,8.90,8.24,14.60
9779,2.34,0.00,2,14.51,14.00,8,14.62,111,0.36,0.36,1460,0.00,0.97,0,0.5000,16.50,88,4,0.00,0,7.84,8.55,8.24,14.60
9883,2.34,0.00,2,14.51,14.08,8,14.62,111,0.35,0.35,1472,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.84,8.60,8.24,14.50
9987,1.56,0.00,2,14.51,14.00,8,14.62,111,0.35,0.35,1471,0.00,0.97,0,0.5000,16.50,88,4,0.00,0,7.69,8.55,8.24,14.60
10091,1.56,0.00,2,14.51,14.00,8,14.62,111,0.35,0.36,1463,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.69,8.70,8.24,14.30
10196,1.56,0.00,2,14.51,14.00,8,14.62,111,0.36,0.34,1417,0.00,0.97,0,0.5000,16.50,88,4,0.00,0,7.69,8.25,8.24,14.40
10300,1.56,0.00,2,14.51,14.00,8,14.62,111,0.35,0.34,1474,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.69,8.45,8.24,14.40
10403,1.56,0.00,2,14.51,14.00,8,14.62,111,0.35,0.34,1478,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.69,8.55,8.24,14.40
10507,0.78,0.00,2,14.51,14.00,8,14.62,111,0.35,0.34,1450,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.69,8.35,8.24,14.50
10611,0.78,0.00,2,14.51,14.00,8,14.62,111,0.34,0.34,1463,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.69,8.35,8.24,14.50
10716,0.78,0.00,2,14.51,14.08,8,14.62,111,0.34,0.35,1449,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.69,8.50,8.24,14.50
10820,0.78,0.00,2,14.51,14.00,8,14.62,111,0.35,0.35,1452,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.69,8.35,8.24,14.50
10923,0.78,0.00,2,14.51,14.08,8,14.62,111,0.35,0.34,1424,0.00,0.97,0,0.5000,18.50,88,4,0.00,0,7.69,8.15,8.24,14.50
11028,0.78,0.00,2,14.51,14.00,8,14.63,111,0.35,0.35,1426,0.00,0.97,0,0.5000,18.00,88,4,0.00,0,7.84,8.35,8.24,14.60
11132,0.78,0.00,2,14.51,13.84,8,14.62,111,0.35,0.35,1413,0.00,0.97,0,0.5000,17.50,88,4,0.00,0,7.84,8.25,8.24,14.50
11236,1.56,0.00,2,14.51,14.08,8,14.63,111,0.35,0.35,1352,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.84,8.45,8.24,14.70
11340,1.56,0.00,2,14.51,14.00,8,14.63,111,0.35,0.36,1467,0.00,0.97,0,0.5000,18.50,88,4,0.00,0,7.84,8.45,8.24,14.70
11444,1.56,0.00,2,14.51,14.00,8,14.63,111,0.35,0.36,1425,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.84,8.55,8.24,14.80
11547,1.56,0.00,2,14.51,14.08,8,14.62,111,0.36,0.35,1421,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.84,8.40,8.24,14.80
11652,1.56,0.00,2,14.51,14.00,8,14.62,111,0.35,0.35,1420,0.00,0.97,0,0.5000,16.50,88,4,0.00,0,7.84,8.35,8.24,14.80
11755,1.56,0.00,2,14.51,14.00,8,14.62,111,0.35,0.35,1448,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.84,8.45,8.24,14.80
11859,1.56,0.00,2,14.51,14.00,8,14.62,111,0.35,0.35,1431,0.00,0.97,0,0.5000,16.50,88,4,0.00,0,7.84,8.55,8.24,14.70
11964,1.56,0.00,2,14.51,14.08,8,14.62,111,0.35,0.36,1446,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.84,8.55,8.24,14.80
12068,1.56,0.00,2,14.51,14.08,8,14.62,111,0.36,0.36,1426,0.00,0.97,0,0.5000,16.50,88,4,0.00,0,7.84,8.65,8.24,14.60
12172,1.56,0.00,2,14.51,13.92,8,14.63,111,0.36,0.35,1432,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.84,8.35,8.24,14.70
12276,1.56,0.00,2,14.51,14.00,8,14.62,111,0.36,0.35,1417,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.84,8.50,8.24,14.60
12380,1.56,0.00,2,14.51,13.92,8,14.62,111,0.36,0.35,1434,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.84,8.45,8.24,14.50
12483,1.56,0.00,2,14.51,14.00,8,14.62,111,0.35,0.35,1431,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.84,8.55,8.24,14.50
12588,1.56,0.00,2,14.51,14.00,8,14.62,111,0.36,0.36,1438,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.84,8.45,8.24,14.50
12692,0.78,0.00,2,14.51,14.00,8,14.62,111,0.35,0.36,1431,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.84,8.45,8.24,14.50
12795,0.78,0.00,2,14.51,14.00,8,14.62,111,0.36,0.35,1430,0.00,0.97,0,0.5000,16.50,88,4,0.00,0,7.69,8.25,8.24,14.50
12900,0.78,0.00,2,14.51,14.08,8,14.62,111,0.35,0.35,1427,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.69,8.25,8.24,14.50
13004,0.78,0.00,2,14.51,14.00,8,14.62,111,0.35,0.36,1448,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.69,8.50,8.24,14.50
13108,0.78,0.00,2,14.51,14.08,8,14.62,111,0.35,0.35,1428,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.69,8.40,8.24,14.60
13212,0.78,0.00,2,14.51,14.00,8,14.63,111,0.35,0.35,1421,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.84,8.25,8.24,14.50
13316,0.78,0.00,2,14.51,13.92,8,14.62,111,0.35,0.35,1419,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.69,8.30,8.24,14.50
13420,0.78,0.00,2,14.51,14.08,8,14.63,111,0.35,0.34,1423,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.69,8.25,8.24,14.40
13524,0.78,0.00,2,14.51,14.00,8,14.63,113,0.35,0.35,1467,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.84,8.40,8.24,14.50
13628,0.78,0.00,2,14.51,14.08,8,14.62,113,0.35,0.36,1424,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.84,8.45,8.24,14.50
13732,0.78,0.00,2,14.51,14.00,8,14.63,113,0.36,0.36,1467,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.84,8.35,8.24,14.50
13837,0.78,0.00,2,14.51,14.00,8,14.62,113,0.36,0.36,1416,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.84,8.25,8.24,14.80
13942,0.78,0.00,2,14.51,14.00,8,14.63,113,0.35,0.35,1432,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.69,8.20,8.24,14.70
14045,0.78,0.00,2,14.51,14.08,8,14.62,113,0.35,0.34,1414,0.00,0.97,0,0.5000,16.50,88,4,0.00,0,7.69,8.35,8.24,14.80
14149,0.78,0.00,2,14.51,14.00,8,14.62,113,0.35,0.34,1432,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.69,8.35,8.24,14.80
14253,0.78,0.00,2,14.51,14.08,8,14.62,113,0.35,0.35,1420,0.00,0.97,0,0.5000,16.50,88,4,0.00,0,7.69,8.20,8.24,14.60
14357,0.78,0.00,2,14.51,14.08,8,14.63,113,0.35,0.35,1427,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.69,8.50,8.24,14.60
14461,0.78,0.00,2,14.51,14.08,8,14.63,113,0.35,0.35,1420,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.69,8.40,8.24,14.60
14565,0.78,0.00,2,14.51,14.00,8,14.63,113,0.35,0.36,1423,0.00,0.97,0,0.5000,16.50,88,4,0.00,0,7.69,8.45,8.24,14.60
14669,0.78,0.00,2,14.51,14.00,8,14.62,113,0.35,0.36,1403,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.69,8.40,8.24,14.60
14773,0.78,0.00,2,14.51,14.08,8,14.63,113,0.35,0.35,1421,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.69,8.05,8.24,14.70
14877,0.78,0.00,2,14.51,14.00,8,14.62,113,0.35,0.34,1412,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.69,8.05,8.24,14.70
14982,0.78,0.00,2,14.51,14.00,8,14.63,113,0.34,0.34,1417,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.69,8.15,8.24,14.70
15086,0.78,0.00,2,14.51,14.08,8,14.63,113,0.34,0.35,1458,0.00,0.97,0,0.5000,18.00,88,4,0.00,0,7.69,8.15,8.24,14.70
15191,0.78,0.00,2,14.51,14.00,8,14.63,113,0.35,0.35,1386,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.84,8.05,8.24,14.60
15294,1.56,0.00,2,14.51,14.00,8,14.63,113,0.35,0.35,1397,0.00,0.97,0,0.5000,17.50,88,4,0.00,0,7.84,8.35,8.24,14.50
15398,1.56,0.00,2,14.51,14.00,8,14.63,113,0.35,0.35,1397,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.84,8.30,8.24,14.80
15503,1.56,0.00,2,14.51,14.00,8,14.63,113,0.35,0.36,1396,0.00,0.97,0,0.5000,17.50,88,4,0.00,0,7.84,8.20,8.24,14.80
15606,2.34,0.00,2,14.51,14.08,8,14.63,113,0.36,0.35,1391,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.84,8.10,8.24,14.80
15710,2.34,0.00,2,14.51,14.00,8,14.63,113,0.35,0.35,1407,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.84,8.25,8.24,14.90
15815,2.34,0.00,2,14.51,14.08,8,14.63,113,0.35,0.35,1392,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.84,8.35,8.24,14.80
15918,2.34,0.00,2,14.51,14.08,8,14.63,113,0.35,0.36,1397,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.84,8.45,8.24,14.70
16023,2.34,0.00,2,14.51,14.00,8,14.63,113,0.36,0.35,1395,0.00,0.97,0,0.5000,17.00,88,4,0.00,0,7.84,8.15,8.24,14.80
